product,reviewer,influence,comment,text
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",M. Garcia,586,26,"The scale is off... I was looking for the most accurate scale, but this one is not it. I step on & it gives me one weight, step off the on again & it's a completely different within seconds. It's on really flat floor, so I'm not sure how it can change so drastically."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Shopaholic77,129,11,"I bought this weight scale 6-7 months back and it has worked pretty well since then. It came in a standard box with a starter battery pack, so it worked right out of the box. Although the starter battery pack doesn't last too long so you should change it in some time.  As you may see in the pictures it is a nice looking product and I like the glassy black finish. In the back you can pop in 3 AAA batteries to get it working. As far as you bluetooth it was pretty easy to connect and you can connect to the Renpho app to have your data synced. The Renpho app also connects to the Apple Health app so you can have all your health/fitness related data in one place.  My piece has been pretty sturdy so far and the weight measurements have been quite accurate. It comes out a lot of other data such as BMI calculations, lean body mass, body fat %age, skeletal mass etc. I can't vouch for the accuracy of these measurements but I usually feel it underestimates my body fat %age (but I could be wrong). I especially like the graphs and visuals it forms over time so you can estimate the trend of your health goals.  Overall at the price point it is a satisfactory buy (and there's not a whole lot more I expect from a bluetooth weight scale anyways)."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",James W. Lanning,410,20,"If you want a digital scale that enables you to track weight trends on an app and see progress, this will do exactly that. I am glad I did not pay a penny more, however. After several months of use, it is obvious that it's not tracking anything else accurately. Body Fat %, skeletal mass, H20, protein, all the other things rise and fall in exact proportions to your weight. This is a dead giveaway that it is not actually measuring these things; it's simply using simple formulas to calculate the results based on weight. If I am simultaneously building muscle and losing fat, body fat % trend should be moving much differently than weight trend, but it's always in rigid lock step. BUT, the thing tells me my weight so that's worth $27 to me. I will be doing much more research before I put any more money into better tech in this space."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Brianne Lovvorn,544,1,"I've had this scale since last August but I've had a lot of problems with it. I love that it can give all the different variables and I find it is pretty accurate with actual weight. However I've had to replace the batteries in it a million times, sometimes every couple weeks and it's weird because I can take the batteries out and then put new ones in them out the old ones back in and it works again. Sometimes I was doing this every few days. I was really excited about this scale and its definitely something I really wanted to work and that's why I put up with the frustration so long."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",krisgrody,131,9,Burned through batteries fast and then it made the batteries corrode and ruined the scale where it wont work anymore. Owned it less than a year before it stopped working.  Update from 2 stars to 5. This company has amazing customer service. They seen my bad review and messaged me immediately and they sent me out a replacement. They had a defective screw that rusts they have corrected. I got the replacement within 2 days. So worth buying and it really is a great scale from a company that has awesome customer service that makes it worth my time and money!
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",K. Carter,144,14,This will tell you lore then you ever wanted to know about your fat body. A great value for all the data it provides. The app is easy to use. You can also set up multiple users. I underwent a comprehensive body scan at my doctors and the numbers synced up. I have recommended this scale to many people. The scale will only tell you pounds but it will connect to the app if your phone is near to give you the other data.
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Amazon Customer,255,5,"Very easy to use, plug and play really.  Only reason for giving it 4 points is that the body fat measure might be off. I saw my doctor a couple of days prior to receiving the scale and I was 24%BF on the doktoras scale and 28% on the RENPHO scale.  I am not to concerned as I am looking at the longer term trend but I would expect a better accuracy.  How do I find out if it is accurate or not?"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Marissa,1487,226,"I bought this scale because my old scale would show my weight +/- 10 lbs in the same day and give me 3 different weights in 2 minutes. This scale is much more accurate, and I love that it sinks to your phone and can analyze BMI. Occasionally, it will be a little off, but nothing like my last scale, and I think that's only happened once or twice."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Lad F.,702,10,"I purchased this scale to pair with my iPhone 7 to keep track of weight and other fitness data. The product arrived and I immediately recognized the quality of the packaging. Packaging was robust and protected the glass face of the scale. The scale itself has a glass face and stainless steel electrode pads. It will complement the décor of any bathroom.  I followed the instructions to install the 3 AAA batteries that were included with the scale. Install was easy. I downloaded the app from the iPhone App Store that was recommended by the manufacturer. Pairing the scale with my iPhone 7 was easy and happened quickly. I stepped on the scale with bare feet as the instructions stated. In about 5 seconds, my iPhone beeped and I had all the weight and fitness data that I could ever want. The app measures, tracks and charts weight, BMI, Body Fat, Water Content, Skeletal Muscle, Basal Metabolic Rate, Body Age, Bone Mass, Muscle Mass and Protein.  Data is also recorded within the iPhone Health app, which is nice. Overall I find this scale to be great. It is a quality item at a price that is very reasonable for the Bluetooth Scale. I would highly recommend this to anyone who is serious about tracking fitness data."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Rose,929,1157,"Update: This scale is a scam. It is not actually reading anything and is actually just giving you false information through the app. Amazon replaced the original scale because I thought it was defective due to the app. I was trusting the weight reading though, which showed me 4.5 lb weight loss. I deleted the first device, removed its batteries and put them into the new one and suddenly the scale was right back to the exact weight I started at. So I put the batteries back into the old one, added the device back...and it no longer showed any weight loss. This scale is designed to show you gradual weight loss by tweaking the numbers. So I began testing both devices with my kids and I. I weighed my kids and I individually, removed batteries, deleted devices, re-added devices, reweighed ourselves, repeated the process, and every time it would give us different weights and numbers in the app after calibrating. So I called my dr and explained the situation. The dr said they would set their medical grade scale outside for me to do a body composition check to compare. Their thousand dollar scale showed me a different picture. Wow the Renpho is all a con. The dr said that the Renpho scale is a clever scam designed to trick consumers who are looking to get healthy or lose weight and it shows them exactly what they want to see by misleading them originally to make it appear as if they are working their way towards a healthier outcome, when really it is just slowly working towards where they actually are when they start. Original Review: According to this scale I have a severe water deficiency, only 20%, and 17% skeletal muscle, which combined might mean that I'm dying. I was alarmed at first, and began drinking more water and using some more weights, but still the percentage doesn't change. So either something is very very wrong with my health, or something is wrong with the scale. Seeing as how I have no symptoms and am in my 30s, I'm going to guess that there's something wrong with the scale."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Melissa,920,84,"The scale is great. I didn't want to spend a significant amount of money on a new scale so this was a great option. The best part about the scale is that it comes with a great app. Here are my thoughts on the scale:  1. Inexpensive. For the price, I can't imagine you can get a better scale on the market 2. Very accurate. I was weighed in the doctors office. This scale and the weight on the doctors office scale was exactly the same 3. Great and easy to use app. Tracks my weight and BMI measurements. This can be very handy if you are looking to lose weight 4. Very modern/good looking. As you can see in the photos, the scale is also very thin  Overall, this is a great and accurate scale. FIVE STARS!"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Amazon Customer,144,37,"What a piece of junk. Looks and feels like a cheap scale. Tried to pair with app many times, following all troubleshooting tips and never worked. Of course, they want your email address, name, DOB and height/weight to sign up for the account before you can even see if the thing works. Even as a scale alone, it was wildly inaccurate. I weigh 122- the first measurement said 110??? And the subsequent between 124-125-changing as I stood on it. Needless to say, it’s going back."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Sandi Glenn,120,13,I purchased this scale as a replacement to my Aria. The day I received the scale I started my weight loss journey. I weighed myself every morning but some morning I would forget whether I had weighed or not do I would weigh again. I started noticing that the scale is not consistent with weights. I downloaded the app to track this. I found if you don’t have the app open at the time of weighing then it does not register in the app. I spoke to my husband about the inconsistency so he tried it for a week and some thing. Our weights vary by 1-3 lbs within minutes. It is too late to return this scale or I would. I am extremely disappointed in this scale.
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Jessica,364,44,"I had Gastric Bypass 4 and a half months ago and I WISH I would have bought this scale sooner! I started off at 300lbs but I don’t know what all my stats were at the time. Now I’m down 87lbs and I just got this scale in today and I learned so much more about my body. Now I know where I need to further improve myself, on top of losing weight of course. I shared this in my WLS Facebook community and a dozen or more WLS patients bought it. Looove it *thumbs up*"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Ade O. Ogunmokun,221,112,"Hands down...this is the best scale I've ever own...it's tech savvy....it will show your body fat percentage, BMI, water weight percentage, etc... and underneath it has scales showing the healthy range and definitions under each heading! I downloaded the app...so, it works with your smart phone...you'll be able to access weighing dates/data, progress, etc....it's pretty accurate and sensitive....I'm the type that will weigh myself 3 times consecutively....looking for consistency....it's on point!!!!"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Hannah Graham,56,17,"I LOVE THIS SCALE!  I was blown away at the accuracy for the price! The scale is extremely easy to use, very stylish, easy to see numbers and lightweight! I have just started keto, gluten free, and dairy free, so keeping track of my body fat and water weight is extremely important for me!  The app is easy to find. There aren't a lot of clear instructions on how to set it up, so I'll do that for you.  1. Put in batteries, then place the scale on a HARD surface (no carpet, its tempting cuz it'll make you skinnier, but don't, its a lie!) 2. Go to your phone, make sure your BLUETOOTH IS ON, you can do this in SETTINGS 3. Go to the PLAY STORE(ANDROID) OR APP STORE(IPHONE) and type in RENPHO, a green icon will pop up, download that 4. SIGN UP for an account and enter all your info 5. Then, step on your scale. If nothing pops up, SELECT THE + BUTTON and add the nearby scale (some crazy number and letters) 6. For me, I didn't have to add anything it automatically synced 7. Now, your good to go!  To check your weight you can just step on, to check all the additional info, have your app open and your phone nearby. I found this scale to be accurate and kind of fun! Definitely worth the money! REMEMBER, weight is just a number!"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Amazon Customer,188,25,I’ll be returning. I wanted to like this thing. But huge weight variances (3 or 4 pound) every time you get on it within a couple minute time frame. I guess I’ll keep my cheap Taylor
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Stijn Cos,109,14,"The idea of this scale is really cool, but once again what do you expect for a few bucks. Went to a trainer for real body fat comp and BMI and was wildly different from this scale. I believe this scale takes nothing more then your weight and plugs it into an equation for the rest.  I would give it 4 stars if it was advertised and sold as a Bluetooth scale that tracks weight through your phone but unfortunately they are trying to sell you on something that doesn’t seem to work on this device."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",wannabe perfectionist 💬,27101,2491,"I enrolled in fitness kickboxing classes in April of this year for 2 months in order to force myself to get out of the house and do some cardio exercises, and it worked. I lost 10 lbs in just 2 months then I started working out and lifting weights at home afterwards and I lost another 10 lbs in 3 months.  It was a joy every morning to get up and stand on a bathroom scale to find out that my weight has been slowly going down. Inadvertently, my weight would go back up slightly during the weekend when I treated myself with heavy meals and skipped working out.  I wanted to keep track of my weight loss progress so at first, I was manually entering into my iPhone's Apple Health app every day but this became very tedious and sometimes I would get too lazy to enter them in, especially if I didn't have my iPhone with me.  After 2 months of manual input to my iPhone, I had it enough and was looking for a smart scale that can sync with my iPhone and that's when I found this wonderful scale.  First of all, this is a digital weight scale that is very good at what it's supposed to do, which is to measure your weight. I have a digital scale by Sharper Image and I noticed that it would sometimes display my body weight very differently when I measure myself twice back to back. This never happened with this RENPHO scale. I even tested by getting on the scale with and without a 10 lb dumb bell and it passed the accuracy test.  I also love the app that you can download for free for your smart phone. This scale will sync with the app via Bluetooth automatically the next time you open the app and if you are near by the scale. It's so dead simple that you don't even have to think about it. It will store and remember your weight and other data for many days, if not weeks, until you are ready to sync.  Although the scale only displays the body weight, it actually measures and calculates other helpful data such as BMI, Body Fat %, Fat-Free Body Weight, Body Water %, Skeletal Muscle %, Muscle Mass, Bone Mass, Protein %, BMR, and Metabolic Age.  I'm not sure how accurate these measurements are but the fact that the scale would provide these data only when you get on it with bare feet tells me it's doing something. According to the manufacturer, the scale has 4 electrodes on the surface (the 4 metal circles) and when your skin touches the scale, the micro electrical current will spread to your body and test the condition of the electric resistance. This electric resistance data along with your height, weight, age and gender is used to calculate the measurements.  Also, this scale can be used to measure and keep track for your entire family members. Once you add the new person to the app, it's smart enough to determine who was on the scale and it will sync the data accordingly.  Finally, this scale can be synced with Apple Health, Google Fit, and Fitbit apps. This is a nice feature since everyone these days have either iPhone or Android so all your health data can be in one place like Apple Heath, which can also sync with many other fitness devices and exercise apps.  My only complain about this scale, which is not a deal breaker, is the fact that the app currently does not show the measurement value or even a range when viewing the trend graph in Month or Year view. The values are displayed only in the Week view (see attached picture).  I'm hoping that they will provide an update to the app in near future to display at least the range in the Y-axis.  I highly recommend this scale without any reservation for those who are exercising and/or monitoring weight loss. Hope this helps!  ** UPDATED on January 24th, 2019 **  RENPHO clearly listens to their customers as they have updated their apps to include the measurement range on the Y-axis. Great job RENPHO! However, the current range is not that helpful. Yes, it is better than nothing/before but the range is too broad. For example, my Weekly trend's shows 158 MIN and 188 MAX but my actual weight does not go over 170 or below 165. Therefore, it would be more useful if the range for MIN/MAX on the Y-axis is closer or better yet, have a option for user to specify MIN and MAX range. Looking forward to more enhancement! Thanks!"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Nathan Edwards,104,36,"I purchased this scale as a apart of my weight loss journey. I was so excited to receive this scale and have it connect to my phone to record my weight so I had a log. After about a month, it started giving me a different weight every time I stepped on it. Not just like a few ounces, like 5 pounds difference. Before you start asking the obvious questions, my scale is on my hardwood floor, the feet are/were clean and even and I’ve replaced the batteries. So I contacted customer service and they trouble shot with me and still nothing. I asked for a replacement or a refund. They offered me a replacement but are out of stock. That was a month ago. I have messaged since and now I can’t even get a response from the company.  Poor product and poor company."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Manny,138,23,So far I like the scale. It has only been a few days but it seems to be doing what I need to. The biggest issue for me was the sync over to Samsung health because I use a Gear S3 and I have found a way to do just that. It requires a little work and make sure things are set up with 2 other apps and it will only track the weight portion but it works none the less.  These are the steps I took to get it working with Samsung Health: Ok Short answer is no it does not sync directly but.... I have found a way for it to sync using two other Apps. First I created my Google Fit and linked that with the scale app. You go in to the settings of RNPHO and select Google Fit and turn that on. Once this is down you download an Application called Health Sync. If you have a Gear S2/S3 watch and you track your steps on it than you will want to Sync from Samsung to Google fit. I am only syncing Steps and weight. It will ask you to configure what you want to sync for these two items and for me I am set to receiving info about weight from Google Fit and sending info about steps to Google Fit. Also in the Google Fit app make sure to shut off Activity detection if you are using the Gear S2/S3 that way only Samsung Health is tracking your steps. I just purchased the scale and I got it working last night after trying numerous things and I weighed myself and it updated Samsung Health with no issues. :)  Again it is still in the early usage stage for me and if an app stops working I will have figure something out but the scale works as it should.
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Beks,197,53,What is the point of a smart scale if I have to open an app to use it? I might as well enter my weight manually. So it syncs with Fitbit still requires more than just manually entering my weight. Also not happy it has been locked for review for a long time. How many people purchased due to 5 star review (like I did) because reviews like mine were not accepted. Directions specifically say to replace the batteries that came with it because they will leak and ruin scale.
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Charles Stevenson,43,33,I started weight training about 6 months ago and use this scale as a way to track my progress. It's very accurate and tracks trends in the mobile app. I haven't ever had a single issue with the bluetooth function. The app is very intuitive. I use the built in sharing feature for posting screenshots to social media or my online coach. I highly recommend it.
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Long Beach Native,1591,336,"First of all, the scale itself provides a very accurate weight. I compared it to my ""old"" digital scale, and they reflected *exactly* the same weight on multiple tries on each scale.  I had a body scan less than a week ago, a DXA scan that I have a high degree of confidence in. I connected my scale to the iPhone app today and here are the results compared side by side. They are all within 5%, *except* visceral fat/VAT rating:  MEASUREMENT RENPHO DXA_SCAN DIFFERENCE ------------------------------------------------------------------ Total body fat 23.6% 24.7% 4.7% Fat tissue lbs 44.8 lb 46.2 lb 3.1% Visceral fat rank 9 13 44% Lean tissue lbs 138.0 lb 138.0 lb 0.0% Metabolic rate 1793 cal 1713 cal 4.7% Bone mass 7.2 lb 7.4 lb 2.8%  All I can say is WOW! Great product! Crazy low price!  The scale provides ""visceral fat"" as a single digit, which I presume is the Visceral Adipose Tissue (VAT) ranking. A ranking of 9, indicated by the scale, would make me very happy because it's at the high end of ideal. However my body scan indicated a ranking of 13, which is into the high range. Since I'm about 20 lb overweight, and have non-alcoholic fatty liver, I'm confident that my body scan results are accurate. So don't rely on this scale to give you a reliable VAT ranking.  Incidentally, I repeated the RENPHO test a few times, and the results of each test were almost identical. So even if these numbers might not be 100% accurate (they are only estimates), they are very CONSISTENT and would serve as a good basis for tracking your progress if you are trying to lose weight or enhance your fitness level."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Mike,11,1,"Play Video  I just got this product after reading the other comments and I have to say it's pretty awesome. As you can see from the video, I put a 10 lb dumbbell to see how accurate it is and it showed 10 lbs even! It's accurate and consistent. Definitely worth the money! If something changes, I'll update my review."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Diana de Avila,9999,1420,"New scale Take 2 -  My first Renpho scale lost a foot. I left a review based on this because I got less than 6 months out of it. I have since been using a new scale that the company sent to me. I downloaded the Renpho app and the second time around, that worked better too. I've been using this new scale for about 8 weeks now and it seems a bit more solid and the app is working and proving itself to be stable and accurate.  I was cautious about jumping into a review with a new scale - I needed to use it and ensure it was working properly and the foot wouldn't fall off. I'm happy with the scale and app integration (and with the Apple Health app too). It's working well and easily.  The display is lit with large and easy to read numbers. The device is attractive with a low profile and is stable (the problem I had with my first one is that it lost a foot - it became completely detached from the unit). Renpho reached out to me and acknowledged the defect and replaced it. The company stands behind their product and I am changing my review to a 5-star review because of:  - usability improvements with the application and easy bluetooth connectivity and integration with Apple Health - the seller's communication and offer to replace.  The scale is versatile and well below the price range for similar products out there. At $29, it is a bargain and the readings it is providing for me are right on par with the ones at my local health club where I recently got a total body analysis.  I can now confidently recommend this scale. If something goes wrong, you have a company that stands behind their product. That speaks volumes.  5 stars."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Dennis,17,35,"So there I was, half naked and afraid of what the scale was going to say since my old one left me befuddled and not quite sure. Slowly I placed my feet on the Renpho body fat scale, sleek and cold to the touch, it felt almost comfortingly professional like a doctors office scale but without the sarcastic meanness of weighing me much higher...I hoped. The red numbers popped up quickly and precisely, what were they? My eyes blurred with excitement at the fact I could see my feet and the numbers... my goodness could it be was I really truly that much smaller than I had started before this diet! I got off and quickly jumped back on the numbers once again popped up quickly with the same answer. I was!!! The excitement was too much I ran to my room grabbing my phone to take a picture, but as I did I remembered this scale was smart, it had an app that could tell me so much more about my new body! I quickly pulled out the instructions scanned the QR code and there it was the Renpho app, thank goodness for quick internet speeds it was on my phone in a jiff. Professionally I easily zoomed through the sign up and login pages because of how easy it was, making my excitement all that much better. And even easier was the Bluetooth linking to the scale. Quick I jumped on the scale and this time not only did I get numbers there was extra move my as it talked to my phone(I hope the conversation was nice) then there was all I needed to know about this new body. Weight, BMI,body fat %, it even broke down what percentage my body was muscle, skeletal and water. Amazed I zoomed down the page devouring the the information then it happened I saw the metabolic age... was I that old no I just had my birthday... how dare this thing insult me this way. I took it as a challenge I would age backwards to this scale and blow its microchip mind. So here we are three weeks later and I am still the same age and weight but still none the less happy with Reginald the Renpho scale. And he has taught me I could add multiple users so my whole family can track their health. So here we are happy with the purchase and getting healthier by the day."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",LApharm23,75,6,"WOW, what a bargain!! I just bought this scale when my Fitbit Aria scale’s fat percentage kept rising!!! I knew it must be wrong because I was losing weight, and it was! I LOVE this scale! It gives a consistent weight and fat (which was 6% lower than the Aria). And, it’s only $27.00!! I will say I’ve had my Aria for 4 years so knew it was acting wonky. This scale will sync weight and info to Fitbit and iPhone Heath apps as well! Syncs by Bluetooth and was sooo easy to set up. UPDATE - I've had this scale since the beginning of December. I've had the same issue another buyer had: ""After several months of use, it is obvious that it's not tracking anything else accurately. Body Fat %, skeletal mass, H20, protein, all the other things rise and fall in exact proportions to your weight. This is a dead giveaway that it is not actually measuring these things; it's simply using simple formulas to calculate the results based on weight. If I am simultaneously building muscle and losing fat, body fat % trend should be moving much differently than weight trend, but it's always in rigid lock step"". At first I was thrilled but as I've been tracking all the data on a spread sheet I see also that the the fat % is exactly the same. Fat percentage and other numbers are useless. I also agree with him that the weight is always accurate, no matter how many times you get off and on the scale. Very disappointed :("
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",MidwestGuy,54,27,"Syncs with Apple Health, Google Fit, and Fitbit APP, nice scale with tons of features and only cost a few bucks more than the dumb scales that only give your weight. Nice design, the display could be a bit brighter but no complaints here, a great scale!"
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Sean,301,85,"UPDATE: Amazing customer service. I initially had an issue with installing the app. However, it turned out the issue was my iPhone not having touch verification enabled for the App Store. Totally an error on my end, not on the RENPHO app or scale. When I contacted customer support, Alice gave me what is hands down the best customer support experience i have EVER experienced for any product. She helped me figure things out and was patient and beyond responsive. I told her I would update my review and also give other buyers a head's up that if you have an issue with the app not downloading, first check your app store settings if you use the iPhone.  So now that I got the app all set up, it's amazing. Scale is accurate. I checked it against my current scale and it's spot on. Any fluctuations mentioned by other people have not been an issue for me. I may not like the readout I get because I have quite a bit of fat to lose LOL, but the readings you get on your phone (fat percentage, BMI, metabolic age, etc.) are great. I also drink about 40 8-oz glasses of water a day so the hydration measurement is vital for me since my weight understandable fluctuates considerably with that level of water consumption.  As far as ease of use, it's 10/10. Super simple to set up. Batters slip in like a glove. Took about 2 minutes to get up and running. Including setting up profile on RENPHO app.  HIGHLY RECOMMEND this.  I'm working on linking it with my Fitbit app as of now also and will update once I get that settled. I am going to be upgrading to the Fitbit Ionic in a week or so when it comes out, so I'll likely wait, however.  If anyone has any questions, feel free to post them under my review and I'll try to answer them as best I can."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",WM8C,750,136,"So far so good! Bought this scale on a whim after our long time digiital scale failed recently. The price was competitive with others with the same capabilities and I was looking for something with bluetooth capability for results. I have an iPhone 6.  I had read some of the reviews and I was concerned about getting it to read the right units but didn't have any problems with getting it set up. It actually arrived while I was at work so my wife had it on the bathroom floor and working when I got home. I needed it to read in lbs. I have read where some poeple had issues getting it to use the proper units in the app as well as setup. I had downloaded the app the day I made the purchase so it was already installed, setup with the units I wanted and my personal info.  When I used if for the first time, I opened the app, stepped on the scale just enough to wake it, made sure the app had found the scale, and then climbed on. Coincidentally I had just been at my Dr.s office that day so I was curious how close the scale would read to that previous reading and I found it was within 1 lb. of that reading. As I stood on the scale with bare feet, it took about 5 seconds for it to do the measurements and the phone dinged when it had received the data. I looked at the phone expectantly and it was reading in units of stones instead of lbs.! I checked the settings in the app and still said lbs. was chosen as the units so I selected it again anyway, closed and reopened the app, and now it read in lbs. Not sure why this was but it has been fine since. It also is synced with the Apple Health app and reporting fine. My only additional wish is that they would add the ability to sync with the My Fitness Pal app. So far very happy with the product but only a week so far."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",C. Ivey,442,92,"I got this scale today because I heard about, and bought, the companion electronic measuring tape that works on the same app. I have an Arboleaf scale and app that I really loved but it was not compatible with the app for the measuring tape. So, I did a head-to-head comparison. Pros for the Renphro include being very slightly more accurate than the Arboleaf and having about 5 more measurements that may/may not be useful on a long weight loss journey: percentage protein and fat free body weight, etc. They both have the usual readings. And for almost all of them it was a complete match/tie: BMI, Body Fat, Visceral Fat, Body Water and Bone Mass. The Arboleaf won over the Renphro on the indicators telling what was considdred high, low, etc. that I miss on the Renpho. If you just want a great scale then these two are well-matched, high quality and you won’t go wrong with either one of them. About the same price too. But if you also want to measure inches then this new Renphro electronic measuring tape is a handy tool. Once you get the hang of it you can pretty much measure yourself which is a super great thing in my book. The tape results via BT go on the same Renpho app on the weight page instantly. In my case I am opting for the Renpho for the twofer benefits as I have weight loss long road to go. And my son is getting a great Arboleaf scale for his own use. We both win! I will review the tape separately."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",RainierRandy,371,120,"I'm impressed with the metrics you can get on the app.  I got a DEXA scan (dual energy x-ray absorptiometry) from BodySpec the same day that I took the scan on the scale, within half an hour of each other without eating or drinking.  I'm showing pictures of the scale scan vs. the DEXA scan. Let me go through the reported numbers on the scale vs. the DEXA below:  Scale DEXA  Weight 180.4 181.5 (wore a T-shirt for DEXA scan but not for scale) Body Fat 13.2% 19.9% Fat-Free Weight 156.6 145.4 Subcutaneous Fat 11.4% NA Visceral Fat 6 1.68 Muscle Mass 148.8 138.4 Bone Mass 7.8 7.0 Resting Metabolic 1904 1712  The scale reports 10 pounds more muscle mass than the DEXA scan, and body fat percentage is off by 6%.  The scale seems to be broken when it comes to visceral fat, because it always reports 6. According to the DEXA scan, my visceral fat is only 1.68, so I wouldn't trust that.  For the price of the scale, I think it is fine to use it for comparative purposes when it comes to body fat % and muscle mass weight. I don't think it does a good job of tracking visceral fat.  I can get a DEXA scan for $45, and I have to schedule it in advance. I plan to do those once a year.  This scale is cool with the app, it's nice to see the breakdown it provides, but I would take some of the metrics it provides with a grain of salt."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",SheShopsIPay,62,35,"I have been using this scale every day for the past month. In the beginning I had a bit of a learning curve. This is what I do and it works well.  1. Open the app 2. Briefly step on scale to turn on 3. Wait for Bluetooth symbol to appear on the scale 4. Step on the scale for weight and let it calculate all the other stuff.  I do this every morning and it takes like 15 seconds total.  I do it this way because my husband also uses the scale, however he is not under my account. He uses his own independent account. We have to do this because the scale has a feature that will hold information and sync automatically at a later time. Since we want our info separate we avoid using that feature by syncing immediately. The scale will only connect with one phone while the app is open."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",D. Adams,172,52,"I bought this scale based on the reviews, the price, and the Bluetooth features. I liked that it synced with Google Fit and Fitbit. However, from day 1 I had issues with Bluetooth. The scale would say it was connected, but would not send measurements to my phone. I frequently had to enter weights manually (which, by the way, is REALLY annoying because it defaults to 110 lbs and you have to swipe the bar like 20 times to get it to the right range). I removed the Bluetooth connection and reconnected, and it worked once and then not the next day. Also, sometimes the interface to connect shows the scale icon mostly off the screen and I can't click on it. At this point I ignore the app and load the weight manually into Google Fit.  More seriously, I'm not convinced the weight is accurate. This week it showed me at the exact same weight (to the 2/10th of a pound) for three days in a row. Then on the fourth day it showed me down 2.6 pounds. At this point I can't really trust it. I'd return it but I threw the boxes out with Christmas trash and it's not worth the hassle of finding and shipping a new box back to Amazon.  Edit: The Bluetooth has been more reliable lately. It may have just been a fluke. I have upgraded to 2 stars. Nevertheless the actual weight issues are still there and very concerning.  Second Edit: I started calibrating the scale each time I use it, since I do need to move it slightly away from the wall each time. The anomalies with weight continue to happen. It seems like if the weight is close to the previously recorded value it will just show you that weight. It probably has something to do with the way it auto-recognizes individual people. Nevertheless, when it shows me the exact same weight for a few days in a row and then suddenly jumps down by two pounds, it is not a very accurate scale. It would probably be fine for people who only weight themselves weekly and aren't interested in small weight variations. Seller contacted me with suggestions for testing the Bluetooth. It seems to work reliably now, so I have increased my score to three stars.  Final Edit: Scale continues to perform erratically. It will show the exact weight (to the 2/10ths of a pound, which seems to be the accuracy limit) for 3-4 days, and then suddenly show me 2 pounds lighter. Seller sent me a replacement unit (umprompted by me). I set it up on a flat floor next to my old unit. I calibrated both and stepped on each. My old unit showed 273.6. The new unit showed 275.0.  I maintain my rating of three stars. This scale would be fine for someone who is not tracking their weight very carefully -- if you just check once a week and want to know if you are up or down a few pounds, it's great. But if you are tracking day-to-day losses or gains, it is just not accurate enough."
"RENPHO 蓝牙体脂分析仪, ES-CS20M-B, 1",Jimmie N,168,43,"What a find. An attractive bathroom weight scale that is Bluetooth enabled. And lovand behold not only does it give an accurate weight reading it also uses foot pad sensors to show body mass, bone mass, fat mass etc etc etc. I’d feel pretty confident it’s not totally accurate but it does give a decent approximation of what they should be at the weight displayed plus sorta push you to want to get the calipers etc to see actually what they are. ;) Came packaged with batteries and everything necessary to fire right up. Easy, comprehensive, error free start up. Download and put all your info into the So Fit app and use your Apple Fitbit or Google health apps for detailed information. I have to say, for 28.00 US, I figured it to be just a “gadget” when I purchased it. I was sorely mistaken. For the money I don’t think you’ll find a better product. Easy for any age group to set up, and handier than toilet paper in the woods for monitoring your vitals.  I’d highly recommend it."
