product,text
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I bought this to hole my phone in a position so I could see my gps while riding, it's a sturdy holder and oddly doesnt vibrate while riding! So i was pleasantly surprised and it's easy to put on and adjust to any position you want so that's cool and it dont scratch your bars! Oh and you get a bunch of the rubber things so I feel like its money in the bank, I rode 85mph out of west Virginia and my phone never moved! BUY IT!!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Easy to install. Looks and works great. Holds tight. Includes a variety of colors. I have this installed on my motorcycle, and it seems to hold rock solid. I haven't had to worry about my phone slipping out (a big old Note 8 with Otterbox case).  Easy to remove as well, so I can move it over to my bicycle whenever I want with just a turn of the screw. Pleased with this. Recommend."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I ordered this to mount on the handlebar of my ATV and I love it! It has kept my phone in place through the rough, mountain terrain of WV and mudding in VA. I highly recommend! So easy to install!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Had a problem with first one, Jones company reached out ,replaced first one very fast., New unit very solid , great addition to my scoot. This company handled this problem faster than anyone I have ever dealt with in over 60 years of Motorcyle ownership. Thank You Jones International for your concern and response with a better product.. Doyle S, Florida"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I have used this cell phone holder on my 2019 Indian Chief Dark Horse for ~ 6 months. No issues with mounting it to the handlebars, which are pretty thick. It's sturdy and holds my cell phone well. Does not interfere with the tank or instrument gauge. The added elastic bands hold my phone tight to the mounting bracket.  Overall, I'm very happy with this purchase and recommend the product."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Bought this for our sand car that we take to the dunes and off-roading. After looking at tons of different models, I bought this version bc of the extra rubber phone securing feature so it cant bounce out; the phone held great. The holder itself also did not move when going over lots and lots of bumps. Would definitely recommend."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Purchased one for my Ebike, worked great, push in the sides to grip the phone and it also has a small fold down shelf for support and with the addition of the many different colored elastic phone holders that come with the mount attached to all four corners it is held very firm in rough conditions. Worked so well I purchased a couple more for other ebikes my family owns. Check mount measurements before purchasing, if you have a real large cell phone it may be too big for this holder."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",The product is ok...i rode with it finally all week throught GA and South Carolina on my vacation and it held up pretty good. The only thing i think you guys need to work on are the teeth that grab the phone when you push both sides closed. As you know many people have cases on their phones mainly otter box cases and the fit great but those inner teeth get all bent up after a week of riding my teeh are all bent up and they are not grabing the phone like when i firt pit the holder on the bike. I ride a 2008 Yamaha FZ1. And at high speeds i was confident in the holder. No doubt its good but those inner teeth need a better design because they bend up to easy. Other than that its a great holder for sure. I have told many people about it and they like it. I would definitely continue to be a customer. I would just like to see those teeth more durable for phone cases.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Wish it had a theft proof lock of some type. Or at least a way to slow down the clown who jacked it off my bike while i ran into Walmart for 5 entire minutes. I am sure he doesn't own a functioning cell phone or even a bike to use this on, but now he has the best bicycle cell phone holder in town."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",I was always afraid of attaching my $$$ phone to my bicycle. I have had two in the past that were ultra flimsy and I didn't trust them at all. I attached this to my bicycle and went off path into the woods and the holder did AMAZING! There is NO WAY the phone was going anywhere in this contraption. I would highly recommend it for a bicycle or motorcycle. I used to ride motorcycles in the past and I would have no problem trusting the holder on that as well. The price point is spot on.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","holds phone very securely. had this holding my iPhone for about 800 bike miles. phone did finally fall off. that was because I didn't notice the rubber band that holds it was getting stretchy. they provide several rubber bands, so be sure to change them out when you see the rubber band getting stretchy. other than that, it holds very well."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",I bought this to use at the beach with my bike rental. It is very sturdy and fit my iPhone 12 max pro with case that has a loop on the back. It allowed me to take photos and videos while riding my bike and it came out smooth and clear. Now I use it on the bar of my exercise trampoline to watch videos or listen to music while I’m jumping. I like that it holds my large phone in its bulky case and that it also comes with different color bands to go around the phone. It was easy to use right out of the box. Great product!
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I use this on my road bike and on my eBike for off road single track exploring. It holds my Pixel6 phone on even very rough trails. Moving it from one bike to another is not super easy due to the way the tightening bolt has to be completely removed each time, but it does work."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I purchased this mount several months ago to hold my iPhone when I ride my mountain bike. I ride 10 miles on the roads near my home nearly every day. I am very pleased with the way this mount safely and securely holds my phone, and the viewing angle is fully adjustable. I would highly recommend this bike phone mount!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Phone mount was easy to install. We’ve had them on our motorcycles for about 5 months now and they are holding up well. The extra rubber strap hold the phones secure and they don’t bounce around at all. We have an iPhone XR and a 11 with bulky cases and they fit just fine. I would definitely recommend these phone mounts, and purchase again."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Works very well. I’ve tried other similar product that were pretty good but this is the best so far. Easy to attach to my handlebars, easy securely connect my phone. It tilts and my phone can be mounted vertically or horizontally. It is study but likely won’t survive a bad bike crash. Great value"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","This is ridiculous. I went to a Harley dealer for a phone holder and they were upwards of $100. The guy said “you don’t wanna purchase some cheap phone holder on Amazon for your $1,000 phone.” I call bologna. I purchased this thing and it holds my phone securely at speeds of up to 80 mph at a fraction of the cost. Highly recommend this phone holder."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",We got a couple new bikes this summer. I didn't want to transfer a phone holder from another bike so I bought this one based on the product description and good reviews. Very simple installation. It holds the phone more stable than others we have. We put the first one my wife's bike and she has used it a couple dozen times. We both think it is superior to the others we bought at the bike store for more $$.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","This phone mount was able to securely accommodate my pixel 3a on my bicycle along rough gravel paths. It is easy to install with two bolt options depending on bar thickness. The mount is adjustable and once tightened, will remained fixed. It is great to hold flat items such as phones. It does not hold a handheld Garmin GPS (Oregon) although I do not take away stars because that is not it's intended purpose and Garmin has it's own mounting solutions. It was worth a try. Overall I am extremely pleased with this product and it's ability to securely hold my cell phone."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",Bought two of these for our bikes and they work great. Holds the phones firmly with minimal vibrations. They were delivered on time and the price was very reasonable. I also fly an ultralight and am going to try the holder the next time I take it up. I would buy a TruActive phone holder if you need a good solid product.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",We have used this Truactive holder on my wife's bike for 6 months now and it has proven to be a good choice. The holder is easy to mount on bike handle and it is easy to attach her phone to it (Samsung Galaxy). There had never been a time where we thought she would lose her phone - even when riding on rough terrain. I recommend this holder without reservation.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I purchased one of these for my motorcycle first... shipped quickly and was exactly what I hoped for. Easy to install on the handlebar, no movement (been 8 months and I've never had to tighten or move. NO VIBRATION! My phone stays steady in the mount. Easy to reach buttons and the bands hold in place (simple and quality design). This company also sent extra bands so you can pick your favorite color! I liked it so much I purchased a second one for my bicycle."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I'll keep this short: After ordering and returning four other well-reviewed bike mounts, this one has the best features and build for the buck. It is super-secure and easy to dismount. The silicone bands make it even more secure and the extras included are a plus."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I originally bought this phone mount for my son's bike and bought two additional holders soon after - one for me and another for my friend's bike. The holder design addresses so many potential issues that can arise for different bikes and each user. The holder is made from a fabulously rugged polymer and I love that TruActive provides so many back-up silicon grips and in so many colors. I have transferred the holder seamlessly between by road bike, mountain bike, and electric bike, despite the difference in handle bar diameter. Because TruActive's holder is so inexpensive compared to other phone mount holders, I an seriously consider purchasing another. In short, this is a really great product and I recommend it without reservation."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","It comes with all the colors 😅. I thought it came with one of the colors. It was a happy surprise to see all those color bands. So far I’ve just used mine on a stationed bike, but when it gets nice out I’ll be able to try it on some trails. So far I love it and it’s exactly what I was looking for."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I was a little sketchy on trusting this to hold my phone, but once I got it in and tried it out it’s clear it’s not going anywhere. Holds it very tight and easy to install. Only small complaint is that it has a hard time holding the phone upright after riding a while or if the road is kind of rough. But not a big deal for the price."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I searched around a while while looking for a new cell phone holder. My requirements were something that could be placed on the handlebar, something that could quickly grab ANY cell phone, and something that would not require a special case or case modification. This product fit all of those requirements - and had a reasonable price! I would highly recommend this prodcut!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",Product worked great but now the tightening nut no longer works it appears that the nut is recessed in a plastic piece and the nut is spinning inside of the plastic holder and I can no longer get a good tight fit. Buyer beware - I have reached out the manufacturer and I have yet to get a response. -  3/24/2022 Follow-up - The company sent me a replacement item with an additional locking nut. Excellent Customer Service. Great product and they stand by their said Warranty should you have any concerns. A+++
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",Got this for my husband’s motorcycle and very pleased with it. I was worried it would not hold and he would loose his phone off bike but that is NOT the case. This holds very well and we are not worried at all it will come loose. Very very happy with it and going to get one for my son’s bike too
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I just finished a 3000 mile trip , this cell holder worked great.. I put it in right side of handle bars and my cell recorded some of my favorite rides.. strong little holder, held my cell steady .. very easy to install , I think you’ll like it"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",I am lost in love with this phone holder.. I finally realized I needed an affordable yet quality phone holder after I lost my new airpods (300) and broke my iphone (600) in pieces all in one week while riding my trike. I am so elated that I ordered this product. I hate it took such great losses for me to place my order.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","This phone holder, has been on my harley road king for 4 months now. It lasted me riding from eugene oregon to sturgis south dakota. Every day I was using my phone in it for maps, texting, and charging. Still am using the same rubber strap. Easy to bolt on and put phone in. I would definitely buy it again."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I have this TruActive phone holder on my Ninja 650. It was easy to install. Holds my phone securely between the clamps and the rubber strap for the edges keeps my phone held into the mount even at high speeds and wind. Basically if one ever failed, your phone is still attached! Its sturdy!! Also Easily adjustable for different angles and positions. The straps came in multiple colors to accent your ride too."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I normally don't write reviews but decided to write about this product because it is worth it. I have been looking for a holder for my cellphone that would stand steady to any terrain. This holder is made of quality materials and it has good price (I payed more for other products and they were not so good - other holders always fall in some category). This one fits perfectly in the handle bar; the adjustments and extra paddle enables using it in any bike, including kids ones. I used this holder under rain and mud, mountain biking, road bike and it really resists the weather and terrains. It completes my bike experience. No more stopping to check the map. Highly recommended!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I love it. The rubber security straps give piece of mind against dropping the phone. Easy to install and adjust. I like it a lot. I actually have three of these holders for my three bikes. This is the only phone holder I am trusting. One on my Santa Cruz mountain bike, one on my Trek Checkpoint gravel bike, and one on my Trek Domane road bike. My phones have never come loose. I totally trust these holders."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",deducted one star as the bolt head doesn't lock in place when tightening the thumbnut. Had to use a needle nose pliers to hold it while tightening. Needs hex collar to lock set while tightening. I like the variety of bands that were included for replacement if needed.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","No complaints after a year of use. I use this to hold my Galaxy Note 9 in an Otterbox Defender case while riding on roads on trails. Never had an issues with the phone coming loose or rotating as long as I use the elastic webbing. Easy to install, easy to remove."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I first rode off on my Harley with my $$$$ cell phone attached to my new cellphone holder and I'll be honest I was nervous. Riding through city traffic, stoplight Harley vibration, high speed riding I became a very comfortable secure owner of my new cellphone holder on my handlebars. Great help using my Maps on my cell while riding through new areas, Thank you for such a nice product.  Jim"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I bought one of these phone mounts for myself and was so pleased I bought two more as gifts. Great price, easy to install and very study. Great access to phone while riding. You can keep track on a map, get stats such as speed/distance, and even answer/place a call if you want. Its design allows for use with many sized phones and provides a secure attachment to your bike. My son also love his - says its a great help in suing his phone to find his way around Atlanta. Great for the price!"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Perfect my worked for my son's phone and bike. He put it on himself and with all the ways of adjusting, I can't imagine a phone not being able to work with it. So helpful when he's out and about in the neighborhood."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I needed a phone holder for my bicycle and my wife’s. After scouring the internet i settled on this product from Truactive. It attaches very easily, holds the phone perfectly in place with zero chance of falling off (as long as you attach the phone correctly of course) and the viewing angle of the phone is adjustable on the fly. I would buy this again and highly recommend it for anyone in the market for a bicycle phone holder."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I use this to hold my phone on my Harley. Works great, the vibration from the bike doesn't affect it. I also love that it comes with ALL the colors so you can change it out later if you want. Great price, great product for motorcycle riders. Also- I have my phone in a big Otterbox case and it still fits great."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",Great secure phone holder. I have a I phone 11 in a case and it fits securely in this holder. I mountain bike which hard rough landings are often and my phone has never come out of the holder!! Great value also
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",I really like this cell phone holder. We have iPhone11s and I got this for my son. It was easy to install and worked great. I’m getting another for hubby whose existing holder (some other brand) just broke.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装",Holds firm in place but still adjustable. I can angle it down if I need to see gps while riding and tip it back out of my way if I just want to hold my phone there. I have a Galaxy S22 Ultra that fits perfectly.
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","On the bike in just a couple minutes, easy to install. Holds my phone well. The rubber-band harness would hold the phone itself, the tension brackets are just added security. Put over 500 miles on the Harley since the install now and no issues whatsoever. Very pleased with the product and price."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I was not sure if the product would live up to expectations, however, no shifting, no phone wobble, and easy to take the phone on and off. I ride in the desert with varying surfaces ( packed dirt, gravel loose sand, and the holder has never failed"
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","i have bought 3 holders prior to this one. All the others did not hold up to the Roads I ride on. This holder keeps the phone safe, and does not vibrate or shake loose. I am more that satisfied with this holder and was happy with the price. Thanks TruActive."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","I Love all the features of this phone holder for my Electric bike: easy to install, sturdy, flexibility on mounting curved handlebars and easy to adjust any tilt position even when riding, extra safety with the elastic bands that come in various colors of your choice. Able to handle almost any size cell phone."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Very simple and smooth operation. Though I've not taken out on the road, it works well on my stationary bike where I dial up my YouTube playlist and crank for 30 minutes. Seems like it is sturdy enough to keep your phone from flying out if fall."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Good design and quality, I used on my ATV and took it for 100 miles in the back country, crossing stream, over down trees, rock fields and my phone was always secure and ready for my use to track via GPS."
"TruActive 高级自行车手机支架,摩托车手机支架,6 色带,自行车手机支架 - 通用任何手机或车把,自行车手机支架,ATV - 免工具安装","Was weary of its hold against the wind, since I was using it on a cruiser without a windshield, so the bulk of the wind force would land on the back of the phone. Tested it gradually with increasing speed once I took it to the road, and so far it held up well even at highway speed. Will update if things change otherwise.  Phone is typical 6.5""+ slab of a modern sized phone, oneplus 6 in my case."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I used the yellow shaded pair this morning on my way to work. I leave the house at 5am so it’s dark out so the yellow pair are perfect for night driving, I had absolutely no wind leakage. No fogging either and I wear a half helmet and a leather face mask that usually channels my breath straight into my glasses. These had no issues whatsoever. A little big for my face but that’s not a manufactured issue, I just have a small face. I even dropped them at work while packing my locker and the bounce and all but didn’t break from a distance of about 4 feet. All in all a good deal for a small price."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","They’re light and comfortable. I can’t imagine anything else positive to say about these things. You can’t find worse glasses in a dollar store. I’d elaborate, but, why bother?  They say you get what you pay for; not with these. This is a $10 cash grab for a 75 cent trio of “glasses”. They’re amazingly awful- if you can afford to waste $10, order these, then ponder why the average rating is so high."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","When I opened the package, one of the lenses was already popped out. No biggie, for a < $9 three-pack. Popped it back in, but it never felt right. Overall build quality just felt cheap. I purchased these specifically to cycle in cold weather and not have foggy lenses. I immediately put them on indoors, and within seconds they fogged up. I tried the clear and the colors, all behaved the same. The 2 stars is because they do look the way they're pictured, and if you want some glasses that look like this and have some arguably useful foam padding (which didn't actually make a seal around my eyes, these are a cheap option."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","Let me first start off by stating these are WAY better than expected. I'm not sure if I'm going to get cancer from Chinese plastic, or if they will last very long, but upon first handling there is NOTHING about these that I can complain about. Especially for $12 for 3 different glasses. The fit is absolutely perfect, the construction feels as sturdy as any $200 Oakley's i've ever owned and they even came with a soft bag and cleaning cloth. My ONLY complaint - which is bogus when factoring in the cost - is that I would have preferred 3 smaller glasses bags instead of one large one to fit them all in. What a whiny thing to complain about. I'd give these 6 stars out of 5 when you factor in the cost. Do yourself a favor and if you are in the market for riding glasses, buy them. If you KNOW someone in the market, buy them for them."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I love to ride my bike to work but even sunglasses that wrap can let air in and annoy you on a long ride and cause eye irritation. each one of these sunglasses have small pads that remove the airflow so you can ride without any wind getting into your eyes. There was a night riding pair, day riding and clear pair for every scenario. Could not recommend these more."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","When it come and things for my motorcycle, I've found expensive ""cool looking"" glasses are not always the best when it comes to riding on the highway, they don't block the wind very well, drying out my contacts, or they are too lite and constantly bounce around on my face, sometimes even blocking my vision for a moment, Well these glasses aren't cool but they certainly block the wind and don't move at 75mph. The yellow lens actually does let in light. So for the price you get 3 shades for 3 different lighting conditions  Safe riding/travels"
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I usually have a hard time finding glasses that fit my head well and I am pleasantly surprised that these glasses are light but secure, don't pinch my temples and they don't stick to my face. They rest super comfortably around my eyes. The price was great. I like having all three colors of yellow, clear and shaded. The yellow is perfect for driving at night or driving in the rain so I can see more or any possible hazards and the clear and shaded pairs are perfect for working out in the yard especially during allergy season when I need to try to block out as much pollen as possible I'm getting into my eyes."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I was looking for some new bicycle glasses to ride my recumbent trike. They all looked very expensive and I was really looking for 2 pairs, clear for pre dawn and a dark pair for when the sun came up. Big bucks. When I found this set of 3 for $11 it was a eureka moment. They’re perfect, good quality, lightweight and comfortable. I use the light amber ones for riding in the dark, they’re perfect for first light and great for in the dark. Then I switch to the dark glasses when the sun comes up. What an awesome set!"
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I bought these for when I am riding my motorcycle. I tried them out on a poker run. They are comfortable to wear. It did a great job at keeping dust out of my eyes. My only complaint is that the lenses has popped out a few times on the amber glasses. (I always wear the amber glasses at night, even when I'm driving my car.) It wasn't anything major as the lenses were easy to pop back in."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动",On a recent visit to the Philippines we noticed the lack of eye protection use. Motorized bikes and trikes are a primary method of transportation and having proper eye protection seemed to be an afterthought for those operating those machines. We purchased for our family members in the Philippines who operate and ride trikes/bikes on a daily basis. We've been told that they fit perfectly and provide much needed protection.
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动",I got these for my fiancé and they were nice quality and fit well. The different color lenses are great! He loves the yellow ones for riding his motorcycle at night. We use the clear ones as safety glasses when weed whacking. The padding on the inside is perfect. The price was excellent!
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","My husband loved these for riding. They are durable, good value & have lasted a lot longer than I expected.  I personally do not like these because they do not sit on my face correctly. Which is not the brands fault, more of my mothers fault for giving me a button nose & high cheek bones.  If you have a normal nose & face shape, these will be great for you 🙃"
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","These fit so well with my helmet. I have contacts and they used to dry out while riding with regular sunglasses. These have changed my riding. They continue to keep the wind out of my eyes. The night vision goggles are the best, my sight has improved so much while riding my bike."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I paid 20 dollars for one pair at the bike shop, and here I got 3 pair for less than half of that. The only difference I see in these is that the nose bridge isn't quite as thick as the ones I got at the bike shop. But I can't see that making any difference unless you go face first into the pavement, which hopefully will never happen. And the selection is perfect too. 1 dark tint - 1 yellow tint - 1 clear tint. The padding keeps out all the air too. Great glasses. You can't go wrong."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I had a pair of foam lined glasses, both for day and night (dark and yellow). The clear are an added bonus for cloudy days. This set of glasses are actually better, in practice, because they are vented (tiny gaps in the foam lining) which keeps them from fogging up. Add to that, all 3 cost the same as only one pair of the others. Finally the clear set was an added bonus I wouldn't have bought myself, but can double as safety glasses at the range."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I love these, granted I've only used them twice so far. I use them for cutting grass because when I am mowing, the grass blows in my face and eyes when I turn on a Zeroturn mower. I've tried normal sunglasses and safety glasses but I still get grass in my eyes. These haven't allowed any grass in my eyes except once. I'll take this over getting grass in my eyes 7-10 times each time I cut grass.  The durability might not be so great but just be careful and take care of them and you should be fine. Awesome price too!"
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","Wore the yellow and clear two tracking and shooting and they worked great. I did wear the yellow ones sea dooing and had to come back and get the sunglass version bc the glare on the water from the sun was way too vibrant while wearing the yellow, it made it difficult to see if there was a boat or fallen tubers in front of me. Night and day changing to the black shades where it cut down on the glare and made it easy to see."
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动",I'm really happy with this purchase. These are great glasses. Not a cool look like top gun but they stay put and don't flutter around when riding. That is the most important feature is the tight fit around the eye sockets. It keeps the air out of your eyes and they dont jump around in the wind like my other glasses.  The amber ones are actually blue blockers and sharpen the view in daytime or night.
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动",Have worn the smoke and clear ones with my half helmet. I though my vision would be restricted compared to my regular sunglasses that I wear with that helmet. Was not the case. They also do better with wind causing eyes to water. Seem to be a good choice for half helmet wear.
"3 副摩托车骑行眼镜衬垫护目镜防紫外线防尘防风摩托车太阳镜带透明烟黄色镜片,适合户外运动活动","I bought these for my boyfriend for riding his motorcycle. He loves them so much. My son tried them and asked me to buy them for him. They are the least expensive that I could find and the best I could find. They work great, fit well and have the 3 different lenses for different uses. I highly recommend."
