product,reviewer,influence,comment,text
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Be,66,45,"I’m not tech savvy, but this was so easy to set up. The first few steps are shown in the pamphlet it comes with, then the moment I put the batteries in the remote (included), the remote instantly paired with our tv without me doing anything. Next steps were done via email. You do have to enter your card info. They want you to be able to easily buy stuff. Lots of streaming options come up for purchase. Our Samsung tv is about three years old for reference. I bought the roku so we could get sling tv bc I’m sick of Netflix and the obvious bias there, however, we find ourselves watching the roku channels the most. Free, unbiased news, animal shows my kids like. There are a few commercials, but no more then regular tv. Zero buffering. I wish we would have bought this years ago. Also, there is no activation fee, so whoever is posting that must have clicked on spam or something. Also, I was hesitant about a voice remote bc I don’t like devices “listening to us”, I know phones do it too, but it’s worth noting that there is a bottom you hold before using voice to search things. It saves time verses typing everything on a remote. Very happy with roku."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Nycole,96,76,"My son has an older Vizeo smart TV that had the slowest UI I've ever seen. It was so bad that he never wanted to use it anynore. Well since ordering this ROKU, he says its like having a brand new television. Streaming is fast, hasnt lost signal even once, and allows you to customize the look of the UI to suit your style. Love it but more importantly, my son does. 5 stars. Especially because there's so many great apps (or channels) you can download to stream from. We're all very happy with this purchase and might buy a second one for his play room."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Mister Sam,178,39,"Most people recommend one of the Roku sticks for streaming, but this is a superior piece of hardware which is quicker in operation, works in more use-cases, and has the better remote.  Sticks are great, but not always. You can't plug them in to most PC monitors because the USB is on the end of a long stick. With this Roku, you use any HDMI cord to plug it in. Works on ANY TV that has HDMI, not just ones that have inputs that work with a stick due to the size of it.  And, this is way faster than the Roku stick in my living room. I've compared three recent Rokus now, and this is the fastest, loading Hulu considerably faster, along with ESPN+, Disney+, etc. Every app loads faster and has a smoother experience.  If you catch it on sale, this one can be had for under $25 at times, so keep an eye out. It's still a good deal at $40 as well, considering the performance compared to the stick at a similar price."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",cynb,411,99,"I have Roku on my older Samsung and also my newer LG 4K tv but the latter was not 4K enabled and it just died so I finally had a good excuse to upgrade one of my Rokus. As an aside, I hate this LG tv. My Samsung is older and so much less aggravating. They should stick to fridges. When it updates channels it logs you out of them most of the time, it still doesn't have HBO Max as a channel option after how long? It's really just a terrible interface. Updating the Roku unit has made a huge difference. I can basically ignore LG and get a great, crisp picture now for all the streaming channels I subscribe to, I won't have to sit there plunking on a remote every time LG logs me out of a channel (as a bonus, the voice remote works for passwords, too!), and I no longer have to juggle two different remotes. Well done, Roku. Easy to set up, too!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Amazon Customer,18,35,This may sound funny but I was a little bit nervous about getting this product. I wasn’t really sure how it would fit in my life but I am sure glad that I bought it I actually liked it so much that I bought a second one because we have three TVs in our house. Unfortunately you cannot have more than one Ruku set up on one account for this reason it’s a little bit frustrating. Cable is so expensive I have purchased a couple streaming accounts totaling under $30 and there’s lots of free accounts you can get on Roku. I’m canceling my cable as you know cable can be 100 to 200 a month! Thank you vehicle you’ve saved me some money!
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Michael St. Louis,61,52,"For the first months product worked perfectly. Then we started to have issues with it disconnecting from the Internet and having to be rebooted. When we contacted Roku turns out they said To reboot the exact same way that we have been for the last month. Then when telling them that that does not work they told us to reset factory settings. When that didn’t work they told us to try a different TV. When that did not work they told us to call the television company because it must be the TV. This was just ridiculous. Then after contacting the TV company to find out that 100% nothing what affect the Roku box, they never returned any more emails. I have gotten older versions of this box and they work perfectly but their newest product is worthless. Do not get until they upgrade and learn some customer service."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",M. Wong,51,78,"I don’t have a tv, but I do have a large monitor. Hooking this up, and it’s turned into a tv! I don’t know why, but I enjoyed watch shows through this than through my laptop connected to the same monitor. I guess I just really like the feeling of holding a remote control. LOL! Anyway, there is not problem with streaming the shows, the interface is simple enough. One suggestion would be adding multilingual input, so I could search for YouTube videos in a different language."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Fjmurrell,52,96,"If I had known how much was available with a Roku, I would have dropped DirecTV a long time ago. I have a couple of streaming services that I pay for, but so much cheaper than before, and so much is free. I now owe 3 of them connected to smart TV's because they work better than the TV interfaces."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Fitbit User,117,62,"Why didn't anyone ever tell me about the private listening function in the app?! It's a game changer.  We use Bluetooth headphones to watch TV and it's so much easier to connect through the Roku phone app compared to the TV or our Bluetooth transmitter.  Also, set up was EZ and the interface is much faster and easier to navigate than Samsung OS and old Fire Stick.  Had one issue with App Remote not working to turn the TV on. Took a bit of searching to find a solution but a simple restart fixed the issue, and also had to plug in the Roku into it's own power source rather than into the TV USB.  Can't believe I slept on Roku for so long."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",PS,21,32,"This was more responsive, faster all around than Amazon stick, I wasn't sure why people bought Roku when there were other more well known brands out there, but after using this versus having two Amazon sticks, there's a noticeable difference. It's faster, it doesn't freeze or crash. Would highly recommend over the fire stick, I think more people should be talking about the speed of the device and lack of crashing. As someone that uses these daily it's pretty important."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",BFM90,60,66,"This is my 4th Roku. Rokus keep getting better and better. This Roku is set up in an upstairs bedroom while the wireless router is downstairs. There's no lag... the Roku picks up internet signal flawlessly without any buffering or need for a repeater. Setup is easier with new Rokus. Remote setup only took 30 seconds and the volume, mute and power functions were up and running. On previous Roku universal remotes.... each function had to configured separately. All of my apps were ready to go and I didn't have to enter passwords since I already had a Roku account set up. We run Netflix, Hulu Live, Philo, Amazon, Disney+, Paramount+, Apple TV and HBO Max. All apps work flawlessly on new Roku. Roku streaming with apps is much cheaper than satellite and cable service. Highly recommended."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Larry Cripe,3,7,"Have had AppleTV for years which has worked well for watching the services the display (eg, Prime, Netflix) and for ScreenMirroring from another device. So I wasn’t looking to replace, but thought I’d try Roku to be able to watch IMDb (Freevee), that can’t be ScreenMirrored, on our TV. Was inexpensive, so… Installing the receiver was simple and straightforward. Just plugged the power in and then the HDMI cable. Turned on the TV, switched to my HDMI input and was greeted by the Roku setup screen. Language setting, WiFi connect was super simple. Note: the navigation to enter Account info and passwords is much, much better than on the AppleTV. The setup moves you through a simple setup to connect to the TV and make the remote compatible (volume, off/on). You are asked to provide Credit Card info, but this is only used if you rent/buy a movie… using Roku is free. Then the Main Menu comes up. Comes with a couple preloaded Services/Channels like Prime and Netflix. I started with Prime which needed to connect to my account. I did this one old school… entering my email and password (again, easy navigation). Went on to Netflix but decided to use an alternative option. I was given a device code with instructions to go to my computer (I used my iPad) and go to Netflix.com/link. Once there I entered the code and the account was paired. Really, really easy for those provided. But it got even simpler. When to Search on the Main Menu to look for Freevee. Came up, selected it… boom it was added to my feeds and went through the same verification step. Did the same for The Great Courses which I’ve watched using ScreenMirroring. Easy to load and the Roku navigation for this service is nicer than from the iPad. It also frees up my iPad because it no longer is needed to stream. As an aside, my wife has had difficulty with the AppleTV user interface so I had to drive the remote. Roku’s user interface is so easy that I’ve lost my job as Streaming Service Navigator. The remote seems to be much more responsive too. Summary: Inexpensive - Easy Initial Setup - Easy to Add Serviced/Channels - Easy to Use and Responsive Remote  So impressed that I ordered a second one for the TV in the den. Came quickly. Easy installation and up and running."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",ST,171,73,"The video quality is so much better than our firestick. We have a few firesticks in the house but we kept having video quality issues so I decided to try the Roku, what a difference. Not only is the video better but I really enjoy the interface better. Also, we run Sling and with the Roku, the menu selection is better and allows you to scroll up to see what else is on as you listen to your current channel. If you are noticing video quality issues with your firestick, it's worth getting this Roku!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Harold E Johnson,30,15,It is about the best out there you are going to find and I have owned a Apple TV unit (box) in the past and delt and am still dealing with my Samsung Smart TV.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Stella,4,18,"I honestly don't know why anyone would have anything else! I love the convenience of being able to move the roku from tv to tv if necessary and even bring it when traveling to plug into hotel tv's or airbnbs! I even plug it in to my projector for some cool movie nights! I love the ability to add apps and the roku has plenty of free channels for all kinds of different genres which is cool to switch it up sometimes. I wish some channels were a bit more reasonably priced but that's at the fault of the streaming services! It certainly can add up when you install multiple. I love the free youtube too for yoga vids or listening to music while cleaning. IMO, definitely better than roku TVs I've seen as far as sound quality, better picture, & the voice control features on the remote. They are frequently making updates to it which is awesome to know it'll stay pretty up to date. Saving a ton of money compared to cable with the ability to stream the best channels when wanted anyway!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",totalchaos5320,26,63,"it's really dusty for being new, my apologies. they look much better brand new. the device works great! 4k everything! I haven't tried voice recognition because I'm by myself, so I feel talking out loud in room by myself seems really weird, I don't want my neighbors thinking I'm trying to talk to them when I'm really trying to stream 365 days or Kung fu Panda 2. I'm able to turn the system off with just one button which is such a huge improvement over earlier generations. I have an older version in a bedroom and I'm still fumbling with 2 remotes. I'm just waiting for it stop working to purchase a newer model."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",KC9,30,100,Dropped cable TV because we only watched 3 channels regularly. Just went with upgraded internet service at less than half the price. Bought Roku Express 4K+. This matched up with existing wiring better that the Roku Streaming Stick 4K would have. Like that the icons on the home page can be customized to only those service we use. Don't care for the 4 fixed buttons on the remote. Wish they were customizable. But they are easily ignored. Works great. Paid for Sling TV to get the 3 channels we watch. Other apps (mostly free) provide lots of movies and other programming. Glad we made the switch.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",sparky30084,640,135,I had a Roku stick attached to my living room tv so I had to have two remotes. One for the Roku and one for TV to work volume and TV on/off. I’m not one to ask about picture quality or streaming speeds but I LOVE that the remote includes volume and TV on/off buttons so I only have to have the Roku remote handy. You still need TV remote if you need to switch modes like go to TV mode if you still have cable television but I only stream television through Roku so I don’t need the TV remote at all now. I tried the voice when I was logging into the various apps but it is slower for me than just typing it in on the remote so I gave it four stars. But it’s great if you aren’t fast or have a difficult time typing things in.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Eugene R.,37,44,"After some time using this Roku system, I very happy with over my wireless network. I getting to see a lot of my old favorite TV programs again and save a lot money at the same as my cable provider has gotten very pricey for their service. MY current Samsung smart TV has no problem using it. My keeping track the two remotes is a slight pain but it just me."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆","Sherry ""Keaton"" Ryals",2,28,Replaced my old Roku with this one and absolutely love it. The voice command is my favorite thing about it but it has many other upgrades from my old one as well. Easy hook up and on screen instructions for setup along with continued tips. I loved it so much I ordered another as soon as found how much better it was all around. Will be replacing all other Roku in my home with this version in the near future. Absolutely recommend !
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Jeff,4,57,"I purchased a Roku 4K for a spare bedroom TV that does not have access to our cable provider. After a simple set up where connectivity to the internet is established, we now have a TV with loads of free content via Roku channels. In addition, I am also able to access premium subscribed stations such as Disney+, ESPN+, and HULU. The Roku remote makes it easy to access any of the available content, and there is also a voice control feature that is intuitive and seamless. Now that I purchased my first Roku, I need to buy another for my main TV."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",DJS,12,37,"Bought this so when I go away I get most of the channel I watch at home. Interface is user friendly and easily connects to wifi. The only issue I has was with the Xfinity app which is very buggy and can only be used on your home network, but that is not Roku's fault it's Xfinity. So if you are expecting Xfinity to work outside your home network forget it. I would recommend downloading the channels if available instead. You may need a subscription like Xfinity to use a lot of channels. I also use it at home to replace Xfinity boxes which saves me about $8 a box then the Xfinity apps work good."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",phil w,60,19,"Saved a bundle by using a cable special. all over air and 15 cable, saving me nearly $1000 a year. Includes modem and router. More than you can watch with the unit. all you need is an internet connection. many adjustments built in. Only 2 supplied cables needed. Bought another for the den. Remote is small and intuitive, Turns on and off my Samsung TV no numbers. Volume and mute buttons on side a bit awkward. Excellent range in both ends of the house. You may have to use an extender in a large house. Lots of free programs plus paid as well. Voice search leaves a little to be desired but is handy. Say,""news"" and you'll get news stations all over the world."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",752-4,269,152,"What did I like about this item? Just about everything… The ease of installing it and using it, the response times, the size was perfect, the remote was simple… What did I dislike about this? The remote… Unfortunately the mute button is on the side of the remote that always seems to be touched when you don’t want it to be. A terrible designed for an awesome product It’s worth putting up with the flaw in the design for such a great product… As my Amazon fire sticks die out, I will be replacing all of them with these Roku devices"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",BJY,2,15,"The Roku device was very easy to install and update the streaming services that I wanted. I purchased this device because I had a 2013 Samsung smart tv which was having conductivity issues and I wasn’t able to download any newer streaming apps, such as Peacock and Disney+. My TV, in its current state at the time, was limited to Hulu and Netflix. By connecting the Roku device to my TV my connection issues were resolved and I have access to all the newer streaming services including Paramount+, HBO Max, Hulu + live TV, Disney+, etc. There’s even access to numerous free movies and TV shows on a Roku channel and TUBI. For around $35 (no monthly charge for the device) my TV is like new and I saved a lot of money which I might have had to spend buying a new TV. Great product. I highly recommend it."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Howard Wu,47,93,"I used to have the Roku Streaming Stick+. It was more expensive and as apps got bigger, it got slower. It was unusable, so I was hopeful that this more updated Roku would be better. It is like night and day. Responsiveness is great, no memory issues, I have had no issues. The one caveat that all should know is that Roku is getting rid of unofficial channels. No twitch or browser channels. You can find ways to do it, but they may get blocked at some point too. So only get this if you just care about the mainstream streaming services."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Jabroni92,2,34,"The included Roku TV interface in my 4 year old smart tv was starting to really slow down and making it very difficult to navigate with response delays, buffering and taking forever to do everything. This product has saved me from getting a whole new TV. It works extremely well and the TV remote feature allows me to only have 1 remote control (HUGE DEAL FOR ME). If you have issues with the ""Smart"" portion of your smart TV this will save you a lot of money!!! Also I was very impressed by the AppleTV+ being available. Well done ROKU!! ;)"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",ByDesign,55,49,I was looking at buying another television. My niece told me about this product. Absolutely love it. Saved hundreds by purchasing this product. I am very happy. The only issue was the instructions are very small print. Still gave 5 stars as it does not take away from the product itself. Had to go on YouTube for instructions on how to install. Other than that it is great.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Sherry,68,127,"With the new Roku devices (I bought 2 Roku streamers, not the stick) if you stream YouTube TV you have to connect to YouTube first and then arrow to the left, go down to the bottom, and pick YouTube TV, hit enter twice, and your finally in. If you leave the TV idle for more than 15 minutes the tv goes back to a blank screen and you have to start all over again. It states in the instructions that because of a dispute between Roku and GOOGLE (you go through Google to get YouTube TV) you need to do this. If you don't mind having to go through all of this it's OK."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Victoria Rendall,8,47,Love my new roku. Needed this upgrade works great just wish it had a sling button.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Linda R. Gomez,4,13,"Fantastic! This cut my cable bill in half! One previous reviewer said it does not include YouTube TV but that’s not true. Roku still supports YouTube so to find YouTube tv, look for YouTube tv on the left hand menu all the way on the bottom. Click on that and log onto your account. After that, it won’t ask for your account info again. I also like this 4K Roku because the remote has volume control, voice control and an on/off button, features which the cheaper Roku version doesn’t have. Great bargain for $40! If I have to mention one negative about Roku is that I’m having trouble figuring out how to change the input. I’ve googled how to do it, but I think mine is a different model. I use a DVD player and it’s convenient to be able to change the input on the remote. I have to just change it on the tv itself. Not a big deal, just inconvenient."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",77 Ghosts,47,144,I bought this for my Godbratt so the non-smart TV I gave her when her Smart TV committed suicide would work just like a smart TV for the price of a Roku! Her dead smart TV was a Roku so there wasn’t much of any learning curve and it can be moved to her future non-smart TV easily
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",T. Gage,490,181,"I opened the box less than a hour ago. I have 1) hooked it up 2) set it up 3) signed into 5 different providers (easiest I've ever experienced) 4) perused channels and watched 20 min of streaming from different providers  This small device is slick, well constructed, and worth every penny of the few dollars it costs.  I dont have an opinion of their free streaming channels but once I do I will be sure to update my review.  Highly recommended."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",A. L. Howard,9,65,This is our 4th Roku product. I have an extra Roku Stick but on this TV the stick plugged in the HDMI port sticks out too far - won't allow my tv to sit back against the wall. The small size of the Roku 4K+ connected via the short HDMI cable (included) allowed me to push my tv back against the wall.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Cash,55,82,"Our Livingroom TV is a TCL with Roku built-in but the bedroom TV did not have Roku. We love the Roku menu and its ease of use. Roku is so easy to use and therefore, at the recommendation of C-net, I bought the Roku Express 4K+ 2021 and am very pleased. The big surprise was that, once I signed into our Roku account, it automatically hooked up my various steaming channels without having to put in the passwords for each."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Kevin Krieger,51,55,"I bought this to replace a Roku Express that died. The price was right for me so I bought it. Glad I did. Much faster stream speed and the 4k is great on my TV. My favorite thing if the voice recognition. It works great, better then my cable remote!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Eve B Mayes,193,192,"This Roku took a little getting used to in order to set it up this afternoon, but it's working just fine now! Picture is much clearer on my 15-year-old TV than with the previous Roku streaming stick & the remote works much faster. So glad to be able to watch my favorite programs like TimeTeam via Wi-Fi again!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Virginia guy,503,55,"I wasn't sure but I really love this device, bought another for the TV in the office. This makes your tv smart and provides a great interface. My tv was a smart TV but made before 2017 so I needed the ROKU to get YouTube TV (long story)."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",MJ in CA,58,66,"Purchased on November 2, 2021 and it died April 20, 2022. WTF??  Such a piece of #%$!  Well, at least I can control my tv with the free Roku app on my smart phone. Oh, but wait just one hairy minute: the Roku app is no longer ""free"". You're held hostage until you fork over $19.99 for a ""lifetime"" membership! Complete and utter b.s.! SHAME ON YOU, ROKU!  Unbelievable waste of money."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",craig,0,4,"Absolutely obsessed with this product. It took less than an hour to set up and works great! I have so much access to anything I want for such a cheap price. It works with damn near any TV as I have it connected to an old LG TV currently and had it connected to a super old Sony box TV circa 2003 (approximately) and it works just fine on both of them! The voice feature is pretty neat, but it can sometimes be a little slow, so I rarely use it. This isn't an issue at all because it's super easy to work without voice controls, so it's not really necessary! It also works great with my WiFi! I use free apartment WiFis that are god awful and slow, but that doesn't affect the Roku at all!  Great purchase! Highly recommend it to anyone like me who wants entertainment on their TV but doesn't have the funds for anything pricey."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Rick,659,539,Finally checking out alternatives to the ever increasing costs of cable and satellite tv Roku has lots & lots of Channels and options - too many for some - but a great little device and can be used with subscription channels or without/ Still learning the process and capabilities but so far very impressed and finally in a position to tell satellite tv provider where to go with their high ever increasing prices! 😀👍
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Lou,3,19,I’ve been using Roku for a couple of days I mainly got it to run spectrum app the model I got will turn on my TV and let me use the remote the Roko remote to navigate spectrum TV and the voice control is perfect for using the Roko alone very happy with it I’ve been catching up with a lot of old TV episodes especially quantum Leap which I can watch every season so with that said I would get this you cannot go wrong I’m going to pick up another one for my TV in the living room because I think this will run a lot smoother and it’s quicker than my smart TV
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",J. Marten,13,37,My satellite bill was getting outrageous and I didn’t even watch half the channels but the ones I did watch only came with the higher priced packages. I love this Roku. I get the channels I want with subscriptions that total about $25 a month compared to $150 a month for satellite. I am able to get local channels too. I have no problems streaming with 200 mbps. I bought the Roku Stick for the bedroom tv. Highly recommend if you want to cut the cable or satellite bill.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",jayfed,5,6,"Great product, simple setup, great streaming quality, comes with adhesive strip to mount to your TV if you want. And you CAN get YouTube TV. You have to download the Regular YouTube app and you can select YouTube TV within the app. A small extra step but not bad!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",nihilo,6,23,"Upgraded from a Roku bought in 2016, I love the voice recognition, the TV controls on the remote..  ****** If the Roku is not in a clear line of sight with the remote, the remote will be glitchy *****  Other than that it's excellent.."
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Sk8,40,112,I replaced an old Firestick with this product as I was experiencing so many streaming issues with the stick. This product was such a great replacement. Interface is better and streaming quality is great.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Robert Huebel,2,53,I bought this after using one at my daughter's house. I could not get my old firestick to open any movie up on Disney plus. I even bought a new firestick thinking that maybe something was wrong with my old firestick. Got the Roku and everything works as it should. I love my Roku!
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",n.n.,99,46,Great product but YouTube or Google will punish you for use none their device by giving you adds every 2 min or skip forwards.....  Amazon prime and other things work smooth 😎 and less power
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Luigi Facotti,2518,535,A really amazing improvement in picture quality and user interface - the latter reflecting being able to use one remote for my TV and for Roku - especially as the 4K has volume control and muting built in. One strange thing - I can pause my Samsung DVD player with the remote but can't start it again. The first Roku 4K remote refused to link with the Roku Player. Amazon shipped a replacement the next day that worked perfectly.
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Olya Fomin,14,6,"I got this for my little sisters birthday. She always used her iPad to watch movies on because she doesn’t have a smart tv. Super fast easy set up. Basically made her LG tv a smart tv with all the apps on it! No payment necessary when setting up. If you already pay for cable or home internet just choose that option, the payment section during the setup is only if u plan on making purchases. You don’t have to put in credit card info, at the bottom of that page during initial setup there is a “skip section” to click on. Incase anyone didn’t know that. Awesome product. My sister love love loves it! She can stream all the movies & apps she wasn’t able to before. Thank you!"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Victoria R Jones,45,42,"The 1st ROKU I bought I made the mistake of not noticing there were not volume buttons so, I had to use the TV remote but, no remote so each time having to get up to turn the volume up or down? Such a pain so, with early Amazon prime sale? I invested in this one and was delivered the same day too!! And happy the volume/mute buttons are on the side"
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Nor-nor,35,51,This is a great way to cut the cable and not pay high prices for TV. We live in the country and wondered how it would work with our WiFi as our WiFi isn't real fast.  We have no problem with it and Roku offers so many programs at no cost. The only cost is the purchase of the Roku media player - and that's only a one time purchase!!
"Roku Express 4K+ 2021 | 流媒体播放器 HD/4K/HDR 带平滑无线流媒体和带电视控制的 Roku 语音遥控器,包括高级 HDMI® 电缆",Big D,88,200,The Roku 4K plus is the one I like. I needed it for my DirecTV streaming. Plus Roku has its own live TV and certain movies you can watch for free and more. It's a great product.
