WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
83,66.76,95.94,41.03,96.0,11.86,15.66,87.95,68.67,55.42,13.25,8.43,2.41,3.61,1.2,0.0,1.2,4.82,14.46,9.64,0.0,13.25,9.64,3.61,7.23,0.0,15.66,7.23,2.41,4.82,4.82,0.0,0.0,4.82,2.41,2.41,0.0,0.0,2.41,0.0,0.0,0.0,0.0,6.02,6.02,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,13.25,2.41,0.0,0.0,0.0,0.0,0.0,10.84,2.41,1.2,2.41,0.0,0.0,0.0,0.0,0.0,6.02,2.41,1.2,1.2,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,12.05,15.66,3.61,0.0,12.05,2.41,0.0,0.0,4.82,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,6.02,0.0,0.0,2.41,0.0,0.0,0
132,17.69,1.0,95.15,86.79,13.2,17.42,91.67,77.27,62.88,12.88,5.3,4.55,0.0,0.0,0.0,0.76,7.58,17.42,12.12,0.0,6.06,9.09,13.64,7.58,3.79,16.67,8.33,0.76,0.76,0.76,0.0,0.0,18.94,1.52,17.42,2.27,0.0,0.76,2.27,2.27,8.33,0.0,7.58,6.06,1.52,0.76,0.0,0.76,0.76,0.0,0.0,0.0,2.27,1.52,0.76,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,1.52,3.03,1.52,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.76,7.58,12.12,1.52,0.0,10.61,0.76,0.0,0.0,2.27,6.82,3.79,3.79,0.76,0.0,0.0,0.76,0.0,9.85,7.58,2.27,0.0,0.0,0.0,0.0,1
173,71.04,57.3,11.7,46.42,10.81,21.39,81.5,67.05,52.02,5.78,2.89,0.0,2.89,0.0,0.0,0.0,2.89,17.34,12.72,1.73,9.25,8.09,9.25,6.94,1.16,12.14,8.67,5.78,4.05,3.47,0.58,0.0,9.83,2.31,7.51,0.0,0.0,1.73,1.73,1.16,2.31,0.0,7.51,4.62,2.89,2.89,0.58,1.73,0.0,0.0,0.58,0.0,5.2,1.73,0.58,0.58,0.0,0.0,0.58,3.47,0.58,0.0,0.58,0.0,0.0,0.0,0.0,0.0,8.67,1.16,3.47,1.16,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,1.16,0.0,0.58,0.0,0.0,0.58,0.0,7.51,10.4,0.0,0.58,9.25,0.0,0.0,0.58,1.16,6.94,0.58,0.0,0.0,0.0,0.0,0.0,0.0,13.29,6.94,1.73,0.0,2.89,0.0,1.73,1
109,61.1,66.98,97.92,99.0,9.08,19.27,88.07,66.97,52.29,11.01,8.26,3.67,1.83,1.83,0.0,0.92,2.75,14.68,9.17,0.92,11.01,8.26,7.34,6.42,0.0,15.6,6.42,4.59,7.34,3.67,3.67,0.0,4.59,1.83,2.75,0.92,0.0,0.92,0.92,0.0,0.92,0.0,10.09,9.17,0.92,6.42,6.42,0.0,0.0,0.0,0.0,0.0,10.09,4.59,0.0,0.92,0.0,0.0,0.92,5.5,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,5.5,2.75,1.83,0.0,0.92,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.92,0.0,4.59,20.18,0.0,4.59,13.76,0.92,0.0,1.83,6.42,11.01,3.67,1.83,0.0,0.0,0.0,0.0,0.0,17.43,9.17,0.92,0.0,1.83,3.67,1.83,1
152,60.19,67.07,38.06,95.58,21.71,12.5,90.79,79.61,61.84,15.79,7.24,2.63,1.97,1.97,0.0,0.66,8.55,18.42,12.5,0.0,12.5,11.18,5.26,5.92,0.0,19.08,7.89,2.63,3.95,1.97,0.66,1.32,9.87,0.66,9.21,2.63,1.32,1.32,2.63,0.0,3.29,0.0,6.58,5.92,0.0,1.32,0.66,0.0,0.0,0.0,0.0,0.0,7.24,0.66,0.66,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.66,0.66,0.66,0.0,0.0,0.66,2.63,0.66,0.0,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.0,0.0,0.0,0.0,0.66,0.66,10.53,11.18,0.66,0.66,7.24,1.32,0.0,1.97,1.32,3.95,9.21,1.32,0.0,0.0,0.0,0.0,0.0,9.87,4.61,3.95,0.0,0.0,0.0,1.32,0
264,93.84,10.07,73.56,42.71,52.8,25.0,78.79,56.06,42.8,4.17,3.03,3.03,0.0,0.0,0.0,0.0,1.14,14.02,10.23,3.03,13.26,6.06,3.41,3.79,2.27,12.88,7.2,3.03,1.52,0.38,0.76,0.38,6.44,0.76,5.68,1.14,0.76,1.52,0.76,0.0,2.27,0.0,3.79,2.65,1.14,1.52,1.52,0.0,0.0,0.0,0.0,0.0,4.17,3.03,0.38,0.0,0.0,0.0,0.76,0.76,0.0,0.76,0.0,0.0,1.14,0.0,0.38,0.76,7.58,1.52,4.17,1.52,0.38,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,5.3,14.02,0.0,1.52,10.23,2.27,0.0,0.38,4.92,8.33,1.14,0.76,0.0,0.0,0.0,0.0,0.0,13.64,1.52,2.65,0.0,0.0,0.76,8.71,1
139,33.17,91.51,81.31,84.58,12.64,21.58,93.53,73.38,58.99,14.39,11.51,4.32,5.04,0.72,0.0,1.44,2.88,15.83,8.63,0.72,10.07,11.51,11.51,3.6,0.0,19.42,7.91,2.88,9.35,7.19,2.16,0.72,6.47,1.44,5.04,0.0,0.0,0.0,0.72,2.88,0.0,0.0,5.76,5.04,0.72,2.88,2.16,0.72,0.72,0.0,0.0,0.0,11.51,2.16,0.0,0.0,0.0,0.0,0.72,9.35,2.16,0.0,0.0,2.16,0.72,0.0,0.0,0.72,9.35,0.72,5.04,2.88,1.44,0.0,2.16,1.44,1.44,0.0,0.0,0.0,0.0,0.72,0.0,1.44,0.0,0.72,0.0,0.72,0.0,0.72,0.0,0.0,6.47,15.83,0.0,0.72,15.83,0.0,0.0,0.0,2.16,11.51,2.16,1.44,0.0,0.0,0.0,0.0,0.0,10.07,7.91,1.44,0.0,0.0,0.0,0.72,0
105,45.37,1.24,99.0,4.95,15.0,15.24,87.62,71.43,56.19,13.33,8.57,8.57,0.0,0.0,0.0,0.0,4.76,18.1,9.52,4.76,11.43,8.57,9.52,6.67,0.95,16.19,5.71,8.57,1.9,0.95,0.95,0.0,8.57,0.0,7.62,2.86,0.0,0.0,0.0,0.95,3.81,0.0,3.81,0.95,2.86,1.9,1.9,0.0,0.0,0.0,0.0,0.0,5.71,2.86,0.95,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,3.81,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,5.71,15.24,0.0,1.9,13.33,0.0,0.0,0.0,6.67,5.71,5.71,0.95,0.0,0.0,0.0,0.0,0.0,24.76,4.76,6.67,2.86,0.0,2.86,7.62,1
80,89.52,96.53,78.67,78.09,10.0,15.0,82.5,63.75,52.5,11.25,10.0,0.0,6.25,2.5,1.25,0.0,1.25,16.25,10.0,3.75,17.5,3.75,3.75,7.5,1.25,11.25,7.5,2.5,6.25,6.25,0.0,0.0,10.0,1.25,7.5,1.25,1.25,1.25,1.25,0.0,3.75,0.0,5.0,3.75,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,11.25,1.25,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,5.0,1.25,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,7.5,12.5,1.25,3.75,8.75,1.25,0.0,0.0,7.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12.5,1.25,0.0,3.75,0.0,1.25,1
100,69.05,9.6,63.35,20.23,16.67,19.0,89.0,72.0,56.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,19.0,8.0,3.0,14.0,11.0,5.0,5.0,3.0,16.0,11.0,8.0,3.0,1.0,1.0,1.0,18.0,1.0,15.0,3.0,0.0,4.0,0.0,1.0,6.0,0.0,8.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,1
140,69.05,2.47,33.12,65.27,11.67,19.29,84.29,71.43,52.86,8.57,6.43,6.43,0.0,0.0,0.0,0.0,2.14,18.57,12.14,2.14,9.29,11.43,2.86,7.86,0.71,19.29,10.71,7.86,0.71,0.0,0.71,0.0,12.14,0.71,11.43,1.43,0.71,5.0,0.71,0.71,4.29,0.0,4.29,3.57,0.71,2.14,1.43,0.71,0.0,0.0,0.0,0.0,2.86,2.14,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,2.14,7.14,2.86,0.0,3.57,1.43,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,10.0,0.0,0.0,5.0,2.86,2.14,0.0,3.57,10.71,2.14,0.0,0.0,0.0,0.0,0.0,0.0,17.14,7.14,4.29,0.0,1.43,2.14,2.14,0
162,53.42,6.03,92.16,28.48,23.14,15.43,91.98,77.16,63.58,17.9,11.11,8.64,0.0,0.0,1.23,0.62,6.79,17.9,8.02,1.85,16.67,9.88,4.32,5.56,2.47,20.37,3.7,6.79,1.23,0.0,0.62,0.62,14.81,2.47,12.35,1.85,0.62,3.7,2.47,1.23,3.09,0.0,0.62,0.62,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0,12.96,7.41,0.0,0.0,0.0,0.0,6.17,5.56,0.0,0.62,1.23,0.0,0.62,0.0,0.0,0.62,5.56,0.0,0.0,4.94,3.09,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,2.47,0.62,0.62,0.0,0.0,0.0,0.0,0.62,0.62,8.02,9.26,0.0,0.62,7.41,0.0,0.62,1.23,9.26,12.35,0.0,1.23,0.0,0.0,0.0,0.0,0.0,10.49,4.32,5.56,0.0,0.0,0.62,0.0,1
72,76.7,92.24,22.12,99.0,14.4,18.06,88.89,72.22,55.56,12.5,6.94,1.39,4.17,0.0,0.0,1.39,5.56,12.5,8.33,0.0,15.28,9.72,2.78,5.56,0.0,16.67,12.5,2.78,4.17,4.17,0.0,0.0,4.17,0.0,4.17,0.0,0.0,1.39,1.39,1.39,0.0,0.0,12.5,12.5,0.0,2.78,2.78,0.0,0.0,0.0,0.0,0.0,13.89,5.56,2.78,1.39,0.0,0.0,1.39,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,1.39,5.56,2.78,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,9.72,16.67,2.78,1.39,12.5,2.78,0.0,0.0,0.0,6.94,2.78,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5.56,4.17,0.0,1.39,0.0,0.0,0
387,69.54,31.39,92.6,52.13,15.48,18.09,90.18,70.54,53.75,5.68,3.88,1.29,0.0,1.81,0.26,0.52,1.81,12.92,8.27,2.07,13.44,8.01,7.24,9.04,1.55,13.7,10.85,8.53,2.07,0.26,0.52,1.29,10.85,1.81,8.79,0.78,0.26,1.81,2.33,0.26,3.62,0.0,4.65,3.36,1.29,1.81,0.78,1.03,0.52,0.0,0.26,0.0,5.17,1.55,0.52,0.0,0.0,0.26,0.52,3.1,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.52,5.43,0.78,2.84,1.29,0.78,0.0,1.29,0.52,0.0,0.0,0.26,0.0,0.0,0.52,0.0,0.78,0.0,0.26,1.29,0.52,0.0,0.0,0.26,0.0,6.98,20.67,0.26,1.55,16.28,2.07,0.26,0.78,4.65,2.58,5.17,1.29,0.0,0.0,0.0,0.0,0.0,19.9,5.94,7.75,0.26,0.26,1.29,4.39,1
177,78.36,69.65,65.66,99.0,14.75,24.86,90.96,68.36,51.98,12.43,9.6,5.08,3.95,0.0,0.0,0.0,2.82,14.12,10.17,0.0,13.56,6.21,4.52,6.21,0.56,10.17,10.73,3.95,6.78,5.08,0.56,1.13,5.65,1.13,4.52,0.0,0.56,1.13,0.0,1.69,0.56,0.0,9.6,9.6,0.0,2.82,2.82,0.0,0.0,0.0,0.0,0.0,11.86,3.39,0.56,0.0,0.0,0.0,1.13,7.34,1.13,1.13,0.0,1.69,0.0,0.0,0.0,0.0,6.78,0.0,3.39,2.26,0.56,0.56,3.95,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.56,0.0,1.13,0.0,0.0,0.0,0.56,7.34,11.86,1.69,0.56,8.47,1.13,0.0,0.0,6.78,8.47,0.56,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.21,3.39,0.0,0.56,1.69,0.0,0
181,77.42,15.85,82.2,45.13,16.45,16.57,89.5,67.4,54.14,10.5,6.08,4.97,1.1,0.0,0.0,0.0,4.42,15.47,9.39,4.42,14.36,9.39,3.87,4.42,2.21,17.13,6.08,2.21,3.31,1.1,0.55,1.66,8.84,1.1,7.73,0.55,0.0,1.66,1.1,0.55,3.31,0.0,3.87,2.76,1.1,1.1,0.55,0.55,0.0,0.55,0.0,0.0,9.94,5.52,0.0,0.55,0.55,0.0,2.21,4.42,0.0,1.1,0.0,0.55,0.55,0.0,0.0,0.55,8.84,0.0,6.08,2.76,0.55,0.0,1.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,4.97,14.36,0.55,1.1,11.6,1.1,0.0,0.0,3.31,8.29,2.76,0.0,0.0,0.0,0.0,0.0,0.0,7.18,5.52,0.0,0.0,1.66,0.0,0.0,1
147,66.65,52.23,78.4,51.68,13.36,16.33,84.35,71.43,57.82,12.93,8.84,4.08,2.72,2.04,0.0,0.0,4.08,19.73,9.52,1.36,15.65,12.93,3.4,4.76,2.04,19.73,8.16,6.12,6.12,3.4,1.36,1.36,10.2,1.36,8.84,0.0,1.36,2.04,1.36,0.68,3.4,0.0,2.04,2.04,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.68,0.68,2.04,0.68,0.0,1.36,3.4,1.36,1.36,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,15.65,0.68,0.0,12.93,0.68,1.36,0.0,4.08,11.56,2.04,0.68,0.0,0.0,0.0,0.0,0.0,17.01,8.84,0.68,0.0,0.0,6.8,0.68,1
250,65.79,68.12,46.23,88.97,14.71,21.2,87.2,69.2,59.2,12.4,7.2,2.4,2.8,0.4,0.0,1.6,5.2,18.0,9.2,2.8,15.2,10.0,6.0,6.8,0.4,15.2,4.0,5.2,4.4,4.0,0.0,0.4,9.2,1.2,8.0,1.6,1.6,0.8,1.6,0.8,2.4,0.0,4.8,4.8,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,9.6,2.4,0.8,0.4,0.0,0.0,0.8,6.8,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4,6.4,1.2,2.8,1.2,1.6,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.2,0.0,0.8,0.0,0.4,0.0,0.4,0.4,0.0,5.6,8.8,0.0,0.8,7.6,0.0,0.0,0.4,3.6,12.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,6.4,2.8,0.0,0.4,0.8,1.2,1
164,82.43,47.29,72.06,8.75,20.5,15.24,89.02,73.78,59.76,10.37,6.71,2.44,2.44,0.0,0.0,1.83,3.66,18.29,9.15,0.61,17.68,8.54,5.49,5.49,1.22,17.68,6.71,6.1,5.49,3.66,1.22,0.61,9.15,1.83,6.71,0.0,0.0,1.83,1.22,0.0,3.66,0.0,6.71,2.44,3.66,1.22,0.0,0.61,0.0,0.61,0.0,0.0,9.76,3.66,0.0,0.61,0.61,0.0,1.22,6.1,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.61,4.88,0.61,2.44,0.61,1.22,0.0,1.83,0.61,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.83,0.0,0.61,0.0,0.61,0.0,0.0,0.61,0.0,6.71,17.68,0.0,0.61,13.41,1.83,1.22,0.61,3.05,10.37,0.61,0.61,0.0,0.0,0.0,0.0,0.0,11.59,4.27,3.66,0.0,2.44,0.61,0.61,0
106,37.52,92.68,90.89,33.4,21.2,12.26,96.23,79.25,63.21,14.15,10.38,0.0,8.49,0.0,0.0,1.89,3.77,13.21,8.49,0.94,16.98,9.43,8.49,10.38,3.77,18.87,7.55,2.83,9.43,8.49,0.94,0.0,15.09,1.89,13.21,1.89,1.89,0.94,3.77,0.94,5.66,0.0,5.66,2.83,1.89,2.83,0.0,1.89,0.0,0.0,0.0,0.0,14.15,1.89,0.0,0.0,0.94,0.0,0.94,12.26,0.0,0.0,0.0,0.0,2.83,0.0,0.0,2.83,5.66,0.0,0.94,1.89,2.83,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.89,5.66,11.32,1.89,1.89,7.55,1.89,0.0,0.0,9.43,10.38,0.0,0.94,0.0,0.0,0.0,0.0,0.0,7.55,4.72,1.89,0.0,0.0,0.0,0.94,0
223,69.41,34.94,70.43,5.47,11.74,18.83,85.2,67.26,52.47,10.31,7.62,4.04,2.24,0.0,0.9,0.45,2.69,13.9,6.73,6.28,13.9,7.17,4.93,5.83,2.24,16.14,6.28,6.73,6.73,3.14,0.9,2.69,8.07,2.69,5.38,0.0,0.0,1.79,0.45,0.9,3.14,0.0,1.79,0.0,1.79,1.35,0.0,1.35,0.0,0.45,0.45,0.0,8.97,2.69,0.0,0.0,0.0,0.45,0.9,6.28,1.35,0.0,0.45,1.79,0.45,0.0,0.0,0.45,1.35,0.9,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.9,0.45,0.9,0.0,0.45,0.0,0.0,0.45,0.0,6.73,11.21,0.45,3.59,8.07,0.45,0.0,0.0,4.93,6.28,3.14,0.0,0.45,0.45,0.0,0.0,0.0,15.25,8.52,4.04,0.45,0.0,0.45,1.79,1
241,82.66,15.82,78.18,95.13,18.54,21.16,86.72,71.37,58.09,9.96,7.47,6.64,0.0,0.0,0.41,0.0,2.49,18.26,12.03,0.0,14.52,7.88,5.81,6.64,0.41,13.28,7.47,6.22,2.07,0.83,0.41,0.83,7.88,1.24,5.81,1.24,0.0,2.07,0.41,0.83,1.24,0.0,5.81,5.81,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,7.05,3.32,0.83,0.83,0.0,0.0,0.0,3.32,0.83,0.41,1.24,0.0,0.83,0.83,0.0,0.0,3.73,0.0,1.24,2.07,1.66,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.24,0.0,1.24,0.0,0.0,0.41,0.0,5.81,12.45,0.0,0.41,11.2,0.41,0.0,0.41,4.15,6.64,2.07,0.41,0.0,0.0,0.0,0.0,0.0,12.86,4.98,3.32,0.0,0.41,3.32,0.83,0
198,34.78,40.06,74.32,59.87,16.5,15.15,91.41,74.24,59.6,15.15,11.11,4.55,5.56,0.0,0.0,0.51,4.04,13.64,4.55,2.53,16.16,11.62,6.57,5.56,3.54,21.21,5.56,6.06,6.57,5.56,0.51,0.51,12.12,0.51,11.62,0.51,2.53,3.03,1.52,1.01,4.04,0.0,4.55,3.54,1.01,0.51,0.0,0.51,0.0,0.0,0.0,0.0,11.11,4.55,0.0,0.51,0.0,0.51,2.53,6.57,0.0,0.0,0.0,0.0,2.02,0.0,0.0,2.02,5.56,0.51,2.02,1.52,1.52,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,2.02,0.51,1.52,0.0,0.51,0.0,0.0,0.0,0.0,7.07,9.6,0.51,0.51,7.07,1.01,0.0,0.51,8.08,11.62,1.01,1.01,0.51,0.0,0.51,0.0,0.0,14.65,5.56,3.03,0.0,0.51,5.05,0.51,0
45,39.7,1.0,93.95,85.84,15.0,15.56,86.67,71.11,55.56,8.89,4.44,4.44,0.0,0.0,0.0,0.0,4.44,13.33,13.33,0.0,6.67,13.33,4.44,8.89,4.44,17.78,13.33,2.22,2.22,0.0,0.0,2.22,13.33,0.0,13.33,2.22,0.0,0.0,2.22,2.22,6.67,0.0,8.89,6.67,2.22,2.22,2.22,0.0,0.0,0.0,0.0,0.0,2.22,2.22,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,2.22,4.44,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.22,0.0,0.0,0.0,0.0,4.44,8.89,15.56,4.44,2.22,8.89,4.44,0.0,0.0,2.22,15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.44,11.11,0.0,0.0,4.44,0.0,1
39,31.07,90.19,81.58,99.0,9.75,30.77,92.31,61.54,43.59,5.13,2.56,0.0,2.56,0.0,0.0,0.0,2.56,2.56,2.56,0.0,7.69,10.26,7.69,10.26,0.0,15.38,12.82,0.0,7.69,7.69,0.0,0.0,5.13,2.56,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,17.95,17.95,0.0,5.13,5.13,0.0,0.0,0.0,0.0,0.0,17.95,7.69,5.13,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,5.13,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,5.13,28.21,2.56,0.0,20.51,5.13,0.0,0.0,0.0,12.82,2.56,0.0,0.0,0.0,0.0,0.0,0.0,15.38,10.26,5.13,0.0,0.0,0.0,0.0,0
80,20.35,11.66,97.28,2.86,13.33,22.5,83.75,75.0,62.5,15.0,13.75,10.0,3.75,0.0,0.0,0.0,1.25,12.5,6.25,0.0,11.25,7.5,10.0,10.0,2.5,16.25,6.25,2.5,3.75,3.75,0.0,0.0,10.0,1.25,6.25,2.5,0.0,0.0,0.0,1.25,2.5,0.0,5.0,1.25,3.75,3.75,1.25,2.5,0.0,1.25,0.0,0.0,7.5,2.5,0.0,0.0,1.25,0.0,1.25,5.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.75,0.0,0.0,0.0,0.0,0.0,1.25,10.0,0.0,3.75,5.0,0.0,1.25,0.0,5.0,12.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,2.5,0.0,0.0,0.0,0.0,0
77,92.67,63.13,17.57,99.0,9.63,14.29,80.52,59.74,46.75,6.49,3.9,2.6,1.3,0.0,0.0,0.0,2.6,19.48,15.58,2.6,9.09,7.79,2.6,5.19,0.0,11.69,9.09,3.9,3.9,2.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,7.79,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,6.49,1.3,0.0,0.0,0.0,0.0,0.0,5.19,1.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,9.09,0.0,3.9,3.9,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,5.19,12.99,1.3,1.3,9.09,1.3,0.0,0.0,0.0,7.79,1.3,0.0,0.0,0.0,0.0,0.0,0.0,12.99,10.39,2.6,0.0,0.0,0.0,0.0,1
122,69.49,54.72,80.96,94.81,13.56,24.59,91.8,67.21,59.02,15.57,10.66,6.56,4.1,0.0,0.0,0.0,4.92,17.21,9.02,0.0,15.57,4.92,4.1,8.2,1.64,11.48,1.64,3.28,7.38,5.74,1.64,0.0,14.75,1.64,13.11,2.46,0.82,2.46,2.46,1.64,2.46,0.0,7.38,5.74,0.0,4.92,3.28,0.0,0.0,0.0,0.0,0.0,12.3,3.28,0.0,0.0,0.0,0.0,0.0,9.02,1.64,0.0,1.64,0.0,0.0,0.0,0.0,0.0,7.38,2.46,0.0,4.92,1.64,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.82,0.82,2.46,10.66,2.46,1.64,7.38,0.0,0.0,0.0,4.92,4.92,1.64,0.0,0.82,0.0,0.0,0.0,0.82,9.02,6.56,1.64,0.0,0.82,0.0,0.0,0
