",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
2,0,0,7,0,4,0,24,2,2,0,1,2,0,17,9,0,0,17,5,0,2,0,18,18,7,0,0,8,6,14,0,1,2,5,0,2,3,0,0,0,11,0
6,0,0,3,0,0,0,21,8,0,4,0,5,1,14,9,0,0,0,9,0,0,0,13,16,2,0,1,8,8,5,1,0,0,3,0,0,3,0,0,0,10,1
5,0,0,2,0,2,0,12,0,1,0,0,3,0,4,4,1,0,2,0,0,0,0,3,5,0,0,0,4,0,3,0,1,0,2,0,0,1,0,0,0,3,1
3,0,0,4,0,3,0,37,2,2,1,1,9,0,18,19,0,0,18,5,1,0,0,22,29,5,0,0,13,1,16,1,1,0,10,0,0,4,0,0,0,18,1
4,1,0,1,0,5,0,28,5,0,4,0,9,0,14,13,0,0,4,7,0,1,0,19,14,3,1,2,6,6,10,2,0,0,8,0,0,1,0,0,0,11,1
1,0,0,4,0,3,0,10,2,1,2,0,1,0,8,6,0,0,6,4,0,0,0,6,7,2,0,0,7,0,6,0,0,0,6,0,0,0,0,0,0,7,0
8,0,0,1,0,3,0,18,1,0,0,1,2,0,11,4,0,0,7,0,0,0,0,5,9,3,0,0,3,1,7,1,1,0,2,0,1,1,0,0,0,8,1
3,0,0,4,0,1,0,13,0,3,2,0,2,0,9,6,0,0,5,3,0,0,0,3,6,2,0,1,2,0,5,1,0,0,5,0,0,0,0,0,1,9,1
2,0,0,5,0,1,4,11,0,1,3,0,1,0,10,6,0,0,10,1,0,0,0,13,11,4,0,0,4,1,6,2,0,0,1,0,1,1,0,0,0,6,0
2,1,0,6,0,1,0,23,3,2,0,0,1,0,6,10,0,0,5,3,0,0,0,8,13,3,0,0,5,2,9,0,0,0,4,0,0,1,0,0,0,9,0
7,0,0,4,0,4,0,19,0,1,2,0,0,0,9,7,0,0,13,7,0,0,0,17,17,4,0,1,6,2,11,0,0,2,2,0,1,0,0,0,1,4,0
9,1,0,3,0,1,0,27,3,1,5,1,3,0,18,13,0,0,11,8,0,0,0,14,25,1,0,1,10,0,7,1,0,2,9,0,0,2,0,0,0,17,1
4,1,0,8,0,1,0,16,0,1,3,0,0,0,8,6,0,1,13,5,0,0,0,11,16,4,1,0,5,3,11,0,1,0,6,0,0,2,0,1,0,7,0
6,1,0,14,1,9,0,54,3,4,5,1,1,0,20,26,1,0,53,6,0,2,0,36,42,16,0,0,16,15,57,2,0,0,6,0,3,5,2,0,0,24,0
20,0,0,13,0,5,0,64,7,6,5,3,4,0,27,37,5,0,33,9,1,2,0,40,60,8,1,0,16,3,34,0,1,0,23,0,1,4,0,0,0,25,1
1,0,0,2,1,1,0,14,0,1,1,0,0,0,10,6,1,0,9,1,0,0,0,12,12,4,0,0,4,1,4,0,1,0,3,1,0,1,0,0,0,6,1
2,0,0,1,1,1,0,28,1,1,3,0,0,0,7,5,0,0,6,4,0,0,0,9,6,1,0,0,5,0,5,0,2,0,5,0,0,1,0,0,0,4,0
14,1,0,12,1,8,0,54,6,4,7,0,6,1,23,18,3,1,13,6,1,1,0,33,22,7,3,1,6,9,16,1,3,0,12,0,0,4,0,0,3,13,1
1,0,0,9,0,3,0,23,0,1,2,1,2,0,14,16,1,0,20,5,0,1,0,16,24,9,0,0,11,6,14,1,0,0,7,0,2,1,0,0,0,9,1
7,1,0,2,0,2,0,6,1,0,0,0,2,0,10,4,0,0,5,5,0,0,0,12,9,2,0,0,5,2,2,0,1,0,1,0,0,1,0,0,0,5,0
4,0,0,2,0,4,0,13,2,1,0,0,1,0,15,9,0,0,9,4,0,0,0,8,14,1,0,0,3,0,5,1,1,0,2,0,0,0,0,0,0,8,0
0,0,0,3,0,0,0,8,0,2,0,0,0,0,7,4,0,0,4,1,0,0,0,1,2,1,0,0,4,1,5,0,0,0,1,0,0,0,0,0,0,10,0
3,0,0,2,0,2,0,18,2,2,1,0,0,0,5,6,1,0,6,3,0,0,0,11,11,0,0,0,5,2,6,0,0,0,6,0,1,2,0,0,0,6,0
9,0,0,7,0,7,0,45,2,3,4,3,0,0,11,14,0,0,37,5,0,1,0,31,33,7,0,0,15,7,28,0,1,0,5,1,5,1,0,0,0,14,0
0,0,0,7,0,2,0,20,2,1,1,0,1,0,12,9,0,0,6,7,0,0,0,13,11,1,0,0,4,7,3,0,0,0,6,0,0,1,1,0,0,3,1
2,0,0,0,0,0,0,13,0,0,0,0,0,0,12,6,0,0,8,0,0,0,0,1,7,0,0,2,4,1,1,0,0,0,3,0,0,0,0,0,0,9,0
3,0,0,4,0,1,0,18,1,0,1,1,0,0,5,9,0,0,11,2,0,0,0,10,14,4,0,0,4,3,9,0,0,0,0,0,2,2,0,0,0,5,1
4,0,0,8,1,4,0,18,4,3,2,1,1,0,11,7,2,0,6,4,0,2,0,11,13,3,2,1,6,0,12,0,2,0,4,0,1,1,0,0,0,5,0
2,0,0,5,0,3,0,22,4,3,5,0,3,0,10,18,2,0,7,9,0,0,0,19,19,1,0,0,4,1,7,0,2,0,6,1,0,3,0,0,0,14,1
0,1,0,2,0,0,1,18,1,1,0,0,1,0,5,12,0,0,4,2,0,0,0,7,9,1,0,2,0,0,5,0,0,0,3,0,0,6,0,0,0,3,1
3,0,0,2,0,1,0,15,0,1,1,1,2,0,4,4,1,0,6,0,0,1,0,11,10,1,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,3,0
4,0,0,2,1,0,0,13,2,0,1,1,2,0,6,9,2,0,9,1,0,0,0,7,10,2,1,0,3,3,7,0,0,0,3,0,0,0,0,0,0,17,0
10,0,0,5,1,1,0,38,0,2,4,0,0,0,16,11,3,0,22,6,0,0,0,19,29,6,0,0,5,10,7,0,4,0,0,0,0,1,1,1,0,16,1
3,0,0,5,0,1,0,15,0,2,1,1,0,0,9,6,0,0,10,0,0,0,0,7,14,4,0,0,3,1,6,2,0,0,0,0,1,0,0,0,0,7,0
21,0,0,5,0,3,0,30,5,2,2,1,1,0,21,13,0,1,7,9,2,0,0,19,21,0,2,0,8,5,8,2,1,3,14,0,0,5,0,2,0,12,1
6,0,0,3,0,7,0,26,2,0,2,0,2,0,18,7,0,0,10,5,0,0,0,14,17,4,1,2,8,5,6,0,1,0,9,0,0,1,0,0,1,7,0
3,0,0,3,0,4,0,25,5,3,0,0,4,0,15,8,0,0,4,7,0,1,0,15,19,1,0,0,9,3,7,0,1,0,3,0,0,1,0,0,0,11,1
2,0,0,13,1,2,0,18,3,4,3,0,1,0,6,8,0,0,10,3,0,2,0,17,18,10,0,0,2,4,10,2,0,0,11,0,0,1,0,1,1,12,0
1,0,0,3,0,0,0,5,0,1,0,0,0,0,5,4,0,0,4,2,0,0,0,2,5,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,1
21,1,0,39,0,29,0,118,4,14,28,4,2,0,44,33,4,0,69,18,0,16,0,98,76,26,0,0,24,27,55,10,6,0,4,1,6,7,0,0,2,65,0
2,0,0,2,0,2,0,14,1,2,1,0,2,0,8,5,1,0,5,1,0,0,0,8,9,1,0,0,2,1,3,1,1,0,0,0,0,0,1,0,0,8,0
6,0,0,8,0,4,0,22,7,3,7,1,5,0,16,8,0,0,3,8,0,1,0,19,24,6,1,2,10,1,7,0,1,1,15,0,0,2,0,0,0,16,1
2,3,0,4,0,1,3,21,2,2,2,0,2,0,7,10,0,0,6,5,0,0,0,12,16,3,0,0,8,4,3,0,0,5,3,0,1,1,3,2,1,9,0
7,0,0,4,0,0,0,25,4,2,5,1,5,0,17,10,0,0,10,2,0,1,0,11,23,0,0,3,6,3,8,0,1,0,2,0,1,1,0,0,0,9,1
12,1,0,13,1,6,0,34,1,4,8,1,2,0,15,13,4,0,25,6,0,0,0,35,30,10,1,1,9,7,25,2,1,0,8,0,2,0,0,0,1,15,0
3,0,0,4,1,2,0,18,2,2,2,0,1,0,12,4,0,2,4,3,0,0,0,18,11,3,0,0,10,5,6,0,0,0,6,0,0,1,0,0,1,7,0
2,0,0,5,0,2,0,21,0,0,1,0,3,0,10,10,3,0,10,6,0,2,0,16,17,1,0,0,5,3,5,1,1,0,4,0,0,6,0,0,0,11,1
2,0,0,1,0,0,0,20,0,0,1,0,3,2,9,4,0,0,1,4,0,0,0,13,12,2,0,0,3,4,1,0,0,0,5,0,0,1,0,0,0,4,0
8,1,0,1,1,1,0,20,5,1,0,3,7,0,10,8,0,0,5,11,0,2,0,17,20,0,0,0,9,4,10,0,1,0,13,0,0,2,0,0,0,6,1
10,0,0,6,0,3,0,23,2,2,5,0,2,0,11,9,1,0,9,8,0,1,0,16,15,4,0,0,7,6,11,0,0,0,3,0,1,4,0,0,0,14,1
2,0,0,1,0,1,0,11,0,0,1,0,2,0,8,6,0,0,6,1,0,0,0,3,7,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,1,2,0
3,0,0,0,0,1,0,15,0,0,1,0,2,0,12,9,0,0,7,4,1,0,0,7,11,2,0,0,6,2,3,0,0,2,9,0,0,2,1,0,0,10,1
2,1,0,6,0,1,0,19,6,1,1,1,1,0,8,19,0,0,14,3,2,0,0,15,18,7,2,0,8,3,17,0,1,0,9,1,1,6,1,0,1,9,1
10,0,0,9,0,3,0,25,2,0,1,1,1,0,16,10,0,0,20,2,1,1,0,14,20,7,0,2,4,1,16,0,0,0,1,0,0,3,0,0,0,10,1
2,0,0,2,0,1,0,10,1,1,1,0,2,0,7,4,0,0,4,4,0,0,0,12,9,1,0,0,1,1,3,0,1,0,2,0,0,0,0,0,1,4,1
5,0,0,3,0,4,0,27,0,0,4,0,0,0,7,8,0,1,14,2,0,2,0,10,18,5,0,0,6,2,10,0,0,0,5,0,2,0,0,0,1,4,1
7,0,0,5,0,2,0,12,2,2,1,0,0,0,5,6,0,0,7,2,0,2,0,9,12,1,0,0,3,2,9,0,0,0,3,0,0,0,0,0,0,8,1
7,0,0,6,0,3,0,23,3,3,1,0,1,0,8,12,0,0,12,7,0,1,0,16,19,4,0,3,4,3,19,1,0,1,9,0,0,0,0,0,1,8,0
1,0,0,5,0,1,0,14,2,2,2,0,3,0,6,5,0,0,2,2,0,0,0,6,7,5,0,0,4,0,8,0,0,0,3,0,0,2,0,0,0,8,0
4,0,0,4,0,2,0,16,1,2,0,0,0,0,12,8,0,0,8,0,0,0,0,5,10,2,0,0,4,0,4,0,0,0,2,0,0,1,0,0,0,8,0
3,0,0,3,0,1,0,9,0,1,1,0,1,0,10,5,0,0,5,5,0,0,0,4,3,3,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,6,1
6,2,0,4,0,1,0,24,4,1,1,1,8,1,11,6,0,0,0,5,0,0,0,16,25,4,0,2,4,1,3,0,5,0,12,0,0,5,0,0,2,8,0
2,0,0,2,1,2,0,4,1,0,0,0,0,0,7,4,0,0,7,2,0,0,0,2,5,3,0,0,3,0,3,0,1,0,5,0,1,0,0,0,0,1,0
1,0,0,1,0,2,0,12,0,1,1,1,1,0,4,6,0,0,7,1,0,0,0,6,6,1,0,0,1,1,7,0,1,0,0,0,1,0,0,0,0,2,0
8,0,0,3,0,0,0,25,2,2,2,0,6,0,17,10,0,0,0,4,0,0,0,15,14,1,0,2,6,1,5,1,1,0,9,0,0,1,1,0,1,9,1
0,0,0,10,0,5,0,26,1,2,3,1,1,0,17,10,0,0,12,5,0,2,0,14,15,8,2,0,9,1,9,0,0,0,6,0,1,1,0,0,2,8,0
22,0,0,0,0,1,0,31,2,0,2,0,5,0,19,7,0,0,5,10,0,0,0,15,22,0,0,0,4,0,0,0,1,0,24,1,1,1,0,0,0,7,0
10,0,0,10,0,10,0,54,1,5,3,0,5,0,27,19,2,0,24,8,0,1,0,37,39,8,1,0,20,5,25,0,1,0,18,0,2,9,1,0,2,31,1
8,0,0,10,0,3,0,22,4,3,1,0,2,0,5,6,0,0,10,5,0,0,0,20,13,5,0,0,5,7,15,0,0,0,7,0,2,4,1,0,0,10,1
0,0,0,9,0,3,0,23,1,7,3,1,1,0,5,9,0,0,12,4,0,0,0,17,15,2,2,0,5,2,15,0,0,0,3,0,0,2,0,0,0,8,1
4,0,0,9,0,1,0,31,0,2,2,0,1,0,10,15,0,0,18,3,0,2,0,16,17,5,0,1,7,9,9,0,3,0,3,1,0,4,0,0,0,17,1
2,0,0,4,0,3,0,12,1,1,1,2,0,0,5,3,1,0,9,2,0,0,0,7,6,3,0,0,3,0,10,1,0,0,0,0,1,0,0,0,0,5,1
6,0,0,5,0,1,0,15,3,3,1,0,3,0,5,5,1,0,4,6,0,1,0,11,13,2,1,0,5,3,6,0,2,0,3,0,0,3,0,0,1,10,1
16,1,0,11,0,4,0,42,0,3,6,3,4,0,18,17,1,0,26,12,0,3,0,28,32,9,0,2,11,6,19,0,0,0,7,0,1,5,0,0,1,27,1
8,0,0,12,0,1,0,38,5,2,4,4,2,0,9,21,1,0,27,10,0,3,0,18,28,8,2,0,9,5,24,0,0,0,4,0,0,9,0,0,0,22,1
2,0,0,5,1,3,0,11,5,3,2,0,2,0,7,5,0,0,4,2,0,0,0,8,9,3,0,0,2,1,10,1,0,0,3,0,3,0,0,0,0,4,0
5,0,0,8,0,3,0,33,4,3,3,0,2,0,15,9,1,0,17,7,0,1,0,23,24,2,0,3,10,9,11,0,2,0,8,1,2,2,2,0,0,16,0
3,0,0,4,0,2,0,16,1,2,0,0,3,0,12,7,0,0,8,4,0,0,0,10,12,3,0,0,10,0,8,0,0,0,12,0,0,1,0,0,0,8,0
0,0,0,3,0,0,0,17,2,3,4,1,0,0,10,3,0,0,10,14,0,1,0,18,18,1,0,5,6,4,7,0,1,0,5,0,1,2,0,0,0,5,1
7,1,0,5,0,2,0,32,4,1,2,2,9,1,16,12,1,0,2,5,0,0,0,21,18,5,0,1,4,2,5,0,0,0,7,0,1,0,0,0,0,11,0
9,1,0,6,0,4,0,24,5,1,2,0,4,0,9,14,0,0,3,7,0,0,0,15,23,7,0,0,5,5,8,0,1,0,7,0,0,2,1,0,0,7,0
0,0,0,2,0,1,0,8,0,1,1,0,1,0,9,4,0,0,1,1,0,0,0,2,3,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0
4,0,0,9,0,4,0,29,0,2,4,1,4,0,15,16,0,0,9,9,0,0,0,17,16,6,0,0,10,1,10,0,0,0,9,0,0,6,0,0,0,14,0
10,1,0,5,0,4,0,87,4,1,9,1,12,0,45,26,1,0,14,18,1,1,0,41,40,5,1,29,14,6,9,0,2,2,19,0,2,1,0,1,1,19,1
1,0,0,6,0,2,0,23,6,1,1,1,3,0,9,8,1,0,3,2,0,0,0,19,13,5,0,4,3,6,9,0,0,2,1,0,1,0,0,0,0,11,1
3,0,0,6,0,2,0,20,5,1,2,0,5,0,6,8,0,0,1,5,0,1,0,13,18,4,0,0,5,3,2,0,0,0,9,0,1,3,0,0,0,3,0
1,0,0,10,0,1,0,19,0,5,1,1,0,0,3,8,0,0,10,5,0,4,0,15,19,2,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,8,1
3,1,0,5,0,6,0,30,2,2,3,1,4,0,14,13,0,1,18,2,0,0,0,23,18,3,0,2,12,4,18,1,0,0,12,0,1,4,0,0,0,15,1
6,0,0,3,1,5,0,20,0,2,1,0,0,0,6,4,0,0,11,3,0,1,0,11,8,2,0,0,3,2,6,0,0,2,2,0,1,3,0,0,0,4,0
3,0,0,3,0,1,0,12,0,2,2,0,1,0,4,4,1,0,6,0,1,1,0,8,9,0,0,0,1,1,5,0,0,0,7,0,1,1,0,0,0,5,0
6,0,0,4,0,1,0,18,2,1,0,1,1,0,11,4,0,1,5,1,0,1,0,7,6,2,0,3,4,1,1,0,0,0,2,0,0,0,0,0,0,6,1
2,0,0,1,0,2,0,18,0,0,1,1,2,0,11,10,1,0,11,2,0,0,0,9,5,1,0,0,2,4,7,0,1,0,2,0,1,0,0,0,0,13,1
2,0,0,3,0,4,0,20,0,2,1,1,3,0,4,5,1,0,4,0,0,0,0,12,14,1,0,0,2,4,4,0,0,0,5,0,0,0,0,0,1,5,1
3,0,0,7,0,1,0,26,1,1,2,0,2,0,11,10,0,0,15,1,0,1,0,16,21,6,0,0,3,3,13,1,1,0,3,1,1,1,0,0,1,11,0
0,0,0,8,0,1,0,32,2,3,4,2,4,0,11,13,0,0,12,11,0,2,0,22,20,5,0,0,4,5,10,1,2,0,6,0,1,8,0,0,0,5,1
0,1,0,1,0,2,0,8,0,1,1,0,0,0,2,3,1,0,7,3,0,0,0,2,8,0,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0,5,1
4,0,0,3,1,3,0,17,5,1,0,0,1,0,10,5,0,0,3,2,0,1,0,4,10,2,0,1,3,0,5,0,0,0,1,0,0,0,0,0,0,3,1
5,1,0,17,0,6,0,26,2,4,2,2,0,0,12,11,0,0,16,10,0,1,0,17,18,11,0,1,6,5,17,0,0,0,4,0,4,2,0,0,0,12,0
4,1,0,7,0,6,0,51,2,4,4,1,2,0,24,22,1,0,26,2,0,0,0,25,27,3,0,0,13,3,13,3,2,0,5,1,0,2,0,0,1,11,0
1,1,0,4,0,1,0,15,0,1,1,0,2,0,13,7,0,0,14,2,0,0,0,7,13,3,0,0,7,3,11,0,0,0,2,0,1,1,0,0,0,10,0
1,1,0,2,0,1,0,12,1,1,1,0,1,0,5,6,0,0,4,1,0,0,0,6,8,1,0,1,4,1,4,0,0,0,7,0,0,0,0,0,0,6,1
24,0,0,15,0,12,0,86,6,8,11,0,4,0,43,22,5,3,22,15,1,0,0,43,54,9,0,2,22,7,22,0,0,0,15,0,1,3,0,0,1,25,1
6,0,0,7,0,1,2,21,1,1,4,0,3,0,9,5,0,0,6,4,0,0,0,13,16,8,0,0,6,5,8,2,3,4,0,0,1,1,1,0,0,5,1
7,1,0,4,0,1,0,25,0,1,4,3,1,0,7,8,1,0,6,4,0,0,0,12,15,3,0,0,2,3,4,0,0,0,0,1,3,5,0,0,0,11,1
4,0,0,1,0,0,0,17,1,1,0,0,1,0,6,5,0,0,7,0,1,1,0,5,11,4,0,0,4,2,5,0,1,0,6,0,0,1,0,0,0,6,1
17,0,0,13,0,4,0,31,0,5,3,2,2,0,14,13,0,0,30,11,0,1,0,21,23,4,0,2,14,3,23,1,1,0,4,0,2,0,1,0,1,22,0
2,0,0,1,0,0,0,17,0,0,1,0,2,0,5,4,0,0,5,1,0,1,0,8,10,0,0,0,2,1,1,1,3,0,4,0,1,2,0,0,0,0,1
14,0,0,9,0,9,0,46,3,4,5,0,2,0,19,13,2,0,31,9,0,2,0,26,26,11,0,11,11,9,23,1,5,0,7,0,2,5,0,0,0,21,1
6,1,0,6,0,1,0,28,1,4,1,0,0,0,17,12,0,0,10,3,0,1,0,15,12,4,0,0,5,3,7,0,0,0,20,0,1,2,0,0,0,7,1
9,1,0,5,0,1,0,16,4,1,1,0,2,0,9,8,0,0,12,4,0,2,0,17,18,6,0,0,3,1,13,0,1,0,17,0,2,1,0,0,0,9,0
2,0,0,5,0,2,0,27,6,0,1,0,6,0,8,6,0,0,0,5,0,0,0,15,18,5,0,0,7,0,5,0,0,0,4,0,0,0,0,0,1,4,0
6,0,0,10,0,8,0,31,6,2,3,1,3,0,7,12,0,0,9,4,1,5,0,14,16,9,0,0,7,9,14,0,1,1,3,0,3,3,0,0,0,12,0
6,0,0,2,0,5,0,21,0,2,3,0,1,0,13,9,0,0,7,6,0,0,0,14,12,2,0,0,5,2,5,0,0,0,10,0,1,1,0,0,0,6,0
9,0,0,5,0,7,0,40,4,0,1,0,1,0,19,9,1,0,21,3,0,1,0,24,22,5,0,0,7,3,13,0,1,2,1,1,0,1,0,0,1,17,0
5,1,0,5,0,3,0,12,3,2,1,0,2,0,10,5,0,0,10,6,0,1,0,16,10,3,0,0,5,6,14,0,0,0,6,0,1,1,0,0,0,6,0
4,0,0,2,0,2,0,16,1,1,0,0,0,0,10,9,0,0,9,1,1,1,0,11,14,3,0,0,6,2,5,0,1,0,9,0,0,4,0,0,0,4,1
1,0,0,3,1,0,0,5,0,3,0,0,1,1,4,4,0,0,2,3,0,0,0,2,6,0,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,7,0
7,0,0,4,2,3,0,26,4,1,2,1,1,0,17,11,0,0,11,6,0,0,0,15,16,2,0,2,8,1,8,0,0,0,7,0,0,2,0,0,1,9,0
6,0,0,3,0,0,0,15,1,2,0,0,7,0,10,6,1,0,0,4,0,0,0,9,15,4,0,0,8,1,2,0,0,0,8,0,0,1,0,0,1,9,0
4,0,0,4,0,1,0,23,2,1,1,0,2,0,6,9,1,0,10,4,2,0,0,18,12,5,0,0,2,0,12,0,0,0,2,0,1,2,1,0,0,11,1
4,1,0,0,0,0,0,23,0,0,1,0,8,0,10,6,0,0,0,6,0,0,0,8,8,0,0,0,5,1,3,0,1,0,8,0,0,3,0,0,0,4,0
3,0,0,6,0,4,0,30,2,4,5,0,3,0,14,15,0,0,14,1,0,2,0,19,25,5,0,3,6,3,20,0,0,0,7,0,1,0,0,0,0,11,0
3,0,0,7,0,6,0,22,4,3,1,0,1,0,7,7,0,0,6,5,1,0,0,13,14,6,2,1,2,1,6,0,0,2,7,0,0,2,0,0,0,3,1
7,1,0,12,0,3,0,27,4,1,2,1,1,0,10,12,1,0,16,6,4,0,0,19,15,11,1,5,1,3,19,3,1,0,0,0,0,12,0,0,0,8,1
10,0,0,3,0,2,0,22,1,0,1,0,1,0,8,8,0,0,15,2,0,1,0,14,15,5,1,0,3,2,11,2,1,0,0,0,1,3,0,0,0,7,1
3,0,0,4,0,1,0,8,1,2,0,0,0,0,5,6,0,0,10,0,0,0,0,3,4,3,0,0,4,1,12,0,0,0,0,0,3,0,0,0,0,9,0
8,0,0,5,0,1,0,28,4,1,4,1,0,0,8,8,0,0,10,7,1,1,0,15,18,6,0,0,3,0,11,0,2,0,1,0,1,3,0,0,1,7,1
5,0,0,10,0,3,0,27,1,3,3,1,1,0,8,7,0,0,16,3,1,1,0,28,24,6,0,1,5,2,20,0,1,0,1,0,5,4,0,1,0,16,1
8,0,0,7,0,1,0,27,2,3,3,3,2,0,11,15,0,0,18,4,2,0,0,15,21,4,0,1,5,2,18,2,0,0,5,0,3,3,0,0,0,10,0
0,1,0,2,0,1,0,11,1,2,2,1,1,0,3,3,1,0,1,1,0,1,0,8,8,0,0,0,2,3,1,0,1,0,3,0,0,0,0,0,0,6,0
0,0,0,3,0,3,0,13,0,1,0,0,3,0,4,3,0,0,5,2,0,0,0,8,5,2,1,0,3,1,8,0,1,0,2,0,0,2,0,0,0,5,0
6,0,0,4,0,0,0,24,0,2,1,0,2,0,8,6,0,0,4,3,0,0,0,9,12,3,0,0,7,1,4,0,1,0,2,0,0,0,0,0,0,5,1
1,0,0,0,0,3,0,8,0,0,1,0,0,0,5,4,0,0,6,0,0,0,0,2,5,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,3,1
2,0,0,6,0,4,0,16,2,3,1,0,1,0,8,7,0,0,7,3,0,0,0,16,11,3,0,0,3,2,10,0,0,2,3,0,0,0,0,0,0,11,0
8,0,0,8,0,4,0,19,0,1,2,0,0,0,8,11,1,0,18,4,0,1,0,16,15,10,0,0,3,10,15,0,1,0,1,0,0,0,2,0,0,14,0
7,0,0,12,0,7,0,43,5,5,4,3,3,0,20,14,1,0,25,13,0,0,0,38,34,8,1,6,11,5,29,0,3,0,6,0,2,6,0,0,0,29,0
5,1,0,2,0,2,1,15,2,1,0,1,0,0,11,7,1,0,10,7,0,0,0,11,12,1,0,0,1,1,3,0,2,0,3,0,0,1,0,0,0,9,0
3,0,0,4,0,3,0,13,1,2,0,0,0,1,7,4,1,0,10,1,0,0,0,13,12,2,0,0,4,2,8,0,0,0,7,0,0,1,0,0,0,7,0
11,0,0,6,0,3,0,26,7,0,5,0,2,0,16,11,1,0,11,6,1,0,0,15,17,6,0,1,8,6,12,1,0,0,5,0,2,2,1,0,0,15,1
7,0,0,5,0,3,0,37,2,1,3,1,0,0,13,11,1,0,15,6,0,0,0,20,25,4,0,6,7,3,6,1,2,4,3,0,0,7,1,0,0,13,1
5,0,0,5,0,4,0,30,2,0,1,0,4,0,8,8,1,0,9,3,0,1,0,12,19,6,0,0,5,0,8,0,0,2,11,0,1,2,0,1,0,7,0
5,0,0,6,0,2,0,31,3,1,2,0,5,0,9,8,1,1,14,7,1,2,0,21,13,7,1,7,9,9,11,0,3,0,14,0,0,6,0,0,1,10,1
4,1,0,6,0,0,0,46,4,1,2,1,0,0,31,14,1,0,28,7,2,0,0,39,34,7,1,0,22,4,22,0,0,0,16,0,0,5,1,1,0,14,1
0,0,0,5,0,1,0,18,2,0,0,0,0,0,4,5,1,0,8,8,0,0,0,9,8,2,0,5,2,2,6,0,0,0,4,0,2,3,0,0,0,7,1
5,0,0,6,0,3,0,23,1,2,1,0,0,0,15,10,0,1,13,2,0,1,0,5,16,3,0,0,5,5,11,0,1,0,9,0,0,1,0,0,0,9,0
0,0,0,5,0,2,0,8,4,3,2,0,2,0,3,6,3,0,2,2,0,1,0,11,7,1,0,0,4,3,7,1,0,0,8,0,0,1,0,0,0,7,0
0,0,0,20,0,7,0,41,4,7,7,1,2,0,21,18,2,0,21,5,0,3,0,36,31,15,0,0,9,4,24,1,0,0,5,1,1,1,0,0,0,14,0
26,0,0,25,0,6,0,62,5,8,5,0,6,0,19,24,0,0,33,6,3,3,0,44,36,14,0,2,12,8,44,2,2,3,2,1,7,8,1,0,1,19,1
2,0,0,13,0,7,0,45,0,4,3,0,0,0,9,14,0,0,25,17,0,4,0,32,32,16,1,0,9,6,28,0,2,0,1,0,4,6,0,0,0,19,1
6,1,0,13,0,4,0,27,1,3,4,2,1,0,13,8,0,0,19,5,0,2,0,25,20,9,1,1,6,1,21,0,1,0,5,0,0,0,0,0,0,22,0
3,0,0,2,0,0,0,38,1,1,1,1,2,0,14,15,0,0,18,6,1,0,0,16,20,5,0,0,14,1,7,0,1,0,22,0,0,3,0,0,2,10,1
10,0,0,5,0,3,0,21,2,4,1,1,2,0,13,8,0,0,8,7,0,0,0,18,16,2,0,0,4,2,15,0,0,0,0,0,0,1,0,0,1,15,1
2,0,0,5,0,1,0,10,1,2,2,0,3,0,15,7,0,0,2,5,0,0,0,15,12,3,0,1,3,2,4,0,0,0,5,0,0,0,0,0,0,3,1
20,0,0,14,1,8,0,55,0,5,4,2,2,0,16,20,1,1,41,5,0,2,0,36,41,11,0,1,14,7,39,0,3,0,15,0,2,1,0,2,0,23,0
9,1,0,12,1,4,0,24,3,1,3,1,0,0,12,11,1,0,13,6,0,1,0,17,17,3,1,2,6,1,14,0,1,0,4,0,0,1,0,0,2,17,0
5,1,0,7,0,1,0,14,3,2,1,0,2,0,3,11,1,0,8,3,0,0,0,11,13,1,0,0,4,1,9,1,1,0,5,0,0,3,0,0,0,8,0
0,0,0,2,0,0,0,5,0,1,1,0,0,0,3,4,0,0,3,2,0,0,0,1,3,1,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,5,1
3,0,0,3,0,1,0,8,0,1,2,0,2,0,10,5,0,0,4,4,0,0,0,7,7,3,0,0,4,0,5,1,0,1,6,0,1,0,0,0,0,2,0
2,0,0,13,0,8,0,46,0,6,6,0,0,0,14,14,0,0,26,9,0,2,0,28,29,14,0,0,14,9,19,1,2,0,5,0,4,3,1,0,1,18,0
6,1,0,6,0,4,0,14,3,4,2,0,0,0,8,7,0,0,4,2,0,1,0,11,6,4,1,2,1,3,5,0,0,0,1,0,0,0,0,0,0,9,1
3,1,0,0,0,0,0,10,0,0,0,0,3,0,6,3,0,0,0,1,1,0,0,10,10,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,3,1
