",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
0,2,0,5,0,3,0,19,1,2,3,0,2,0,10,6,0,0,0,1,0,1,0,12,10,2,0,0,3,2,5,1,1,0,2,0,1,1,0,0,1,1,90,87.92,94.38,32.09,97.84,15.0,12.22,86.67,66.67,50.0,12.22,5.56,0.0,2.22,3.33,0.0,0.0,6.67,16.67,8.89,2.22,15.56,5.56,2.22,4.44,1.11,10.0,11.11,2.22,4.44,2.22,2.22,0.0,4.44,1.11,3.33,0.0,0.0,2.22,0.0,0.0,0.0,0.0,7.78,6.67,0.0,4.44,3.33,0.0,0.0,0.0,0.0,0.0,12.22,2.22,1.11,0.0,0.0,0.0,0.0,7.78,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.11,1.11,1.11,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.44,0.0,2.22,11.11,2.22,0.0,0.0,4.44,0.0,3.33,1.11,0.0,0.0,0.0,0.0,0.0,7.78,6.67,0.0,0.0,0.0,1.11,0.0,0
1,0,0,3,0,0,0,5,0,1,0,0,0,0,5,4,0,0,4,2,0,0,0,2,5,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,38,67.62,40.06,52.19,99.0,9.5,18.42,92.11,71.05,55.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,13.16,0.0,10.53,13.16,10.53,7.89,2.63,18.42,10.53,2.63,2.63,2.63,0.0,0.0,7.89,0.0,7.89,0.0,0.0,2.63,2.63,0.0,2.63,0.0,7.89,7.89,0.0,2.63,2.63,0.0,0.0,0.0,0.0,0.0,7.89,2.63,0.0,0.0,0.0,0.0,0.0,5.26,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,2.63,2.63,2.63,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,10.53,10.53,2.63,2.63,7.89,0.0,0.0,0.0,7.89,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,10.53,2.63,0.0,0.0,0.0,0.0,1
19,1,0,17,0,11,0,69,12,4,3,1,11,0,27,26,0,0,10,13,0,1,0,29,28,12,0,16,15,7,24,1,1,2,17,2,1,8,0,1,1,23,329,36.02,3.56,94.73,37.74,16.45,11.85,89.67,71.12,57.14,13.68,8.51,6.69,0.0,0.3,0.0,1.52,5.17,15.2,5.78,3.34,12.46,10.03,6.38,7.6,1.82,17.33,8.21,2.74,0.3,0.0,0.3,0.0,13.37,0.61,12.77,1.22,1.52,1.82,4.56,0.61,5.47,0.0,7.6,4.26,3.04,2.74,0.3,2.13,0.0,0.0,0.61,0.3,7.29,3.65,0.61,0.3,0.0,1.22,1.52,3.65,0.0,0.0,0.0,0.61,0.3,0.0,0.0,0.3,4.86,0.0,2.74,1.82,0.0,0.3,1.22,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.61,0.91,0.0,0.0,0.61,0.0,1.22,0.3,7.9,11.85,0.61,0.91,8.81,0.3,0.0,1.22,5.78,5.47,4.86,1.52,1.22,0.61,0.0,0.61,0.3,35.87,13.07,4.86,1.52,2.43,2.43,11.55,1
0,0,0,2,0,4,0,25,0,0,4,0,0,0,9,8,0,0,13,4,0,2,0,16,15,6,0,2,7,4,11,0,2,0,6,0,2,0,0,0,3,5,135,86.15,99.0,19.26,91.78,19.29,17.04,88.89,67.41,56.3,14.07,11.11,0.0,10.37,0.0,0.74,0.0,2.96,15.56,11.11,0.0,17.04,4.44,4.44,7.41,0.0,11.11,4.44,0.0,11.11,10.37,0.74,0.0,5.19,0.74,4.44,0.74,1.48,0.0,0.0,1.48,0.0,0.0,8.15,6.67,1.48,5.19,4.44,0.74,0.0,0.0,0.0,0.0,13.33,1.48,0.0,0.0,0.0,0.0,0.0,11.85,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,7.41,0.74,4.44,2.22,0.0,0.0,5.93,0.74,0.0,0.0,0.0,0.74,0.0,4.44,0.0,0.74,0.0,2.22,0.74,0.0,0.74,0.0,0.0,0.0,3.7,13.33,1.48,2.22,8.15,0.74,0.0,0.74,2.96,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,2.96,0.0,0.0,2.96,2.22,2.96,0
3,0,0,5,0,2,0,14,2,0,3,0,3,0,13,9,0,1,10,3,0,2,0,8,5,3,0,1,8,7,1,0,0,3,8,0,0,1,0,0,0,17,115,34.72,5.93,97.22,5.73,12.78,25.22,86.09,68.7,50.43,6.09,3.48,2.61,0.0,0.0,0.0,0.87,2.61,6.96,2.61,0.87,13.04,10.43,10.43,7.83,2.61,19.13,10.43,3.48,0.87,0.0,0.87,0.0,19.13,0.87,18.26,5.22,0.0,0.87,4.35,0.87,4.35,0.0,5.22,1.74,3.48,3.48,0.0,2.61,0.0,0.0,1.74,0.0,3.48,2.61,1.74,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.87,4.35,0.0,1.74,1.74,0.87,0.0,1.74,0.87,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,5.22,18.26,0.0,2.61,12.17,0.0,0.0,4.35,2.61,9.57,4.35,0.0,0.0,0.0,0.0,0.0,0.0,17.39,10.43,2.61,0.0,0.0,1.74,2.61,1
21,0,0,12,0,5,0,62,7,6,5,0,4,0,22,23,1,0,38,20,1,4,0,31,36,7,2,6,11,15,26,2,2,0,5,0,6,11,0,0,1,22,355,46.4,73.88,68.95,40.95,15.43,15.49,86.76,67.32,54.65,12.39,8.45,1.69,5.63,0.0,0.28,0.28,3.94,13.52,8.73,2.82,11.27,10.42,4.23,7.32,3.38,18.59,5.35,3.1,9.01,7.04,1.41,0.56,12.96,1.41,11.55,1.41,0.85,1.69,1.69,1.41,4.79,0.0,4.23,2.82,1.41,1.97,1.13,0.85,0.0,0.0,0.0,0.0,13.8,3.66,0.28,0.0,0.28,0.28,2.54,10.14,0.56,0.28,0.85,0.0,0.85,0.28,0.0,0.56,5.63,0.28,1.13,3.1,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,4.79,9.86,1.13,1.41,6.2,0.28,0.28,0.56,7.32,12.39,2.25,0.56,0.0,0.0,0.0,0.0,0.0,19.44,7.61,5.92,0.0,0.0,1.97,3.94,1
1,0,0,3,0,2,0,9,1,0,4,0,1,0,4,6,0,0,2,1,0,0,0,8,6,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,5,53,75.29,2.56,96.75,78.39,7.57,20.75,96.23,69.81,52.83,7.55,5.66,5.66,0.0,0.0,0.0,0.0,1.89,16.98,11.32,0.0,13.21,7.55,9.43,5.66,1.89,20.75,5.66,1.89,1.89,0.0,1.89,0.0,9.43,0.0,9.43,1.89,0.0,1.89,0.0,0.0,5.66,0.0,3.77,3.77,0.0,1.89,1.89,0.0,0.0,0.0,0.0,0.0,7.55,3.77,0.0,1.89,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,1.89,0.0,3.77,3.77,1.89,1.89,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.89,0.0,0.0,0.0,0.0,0.0,5.66,18.87,0.0,3.77,11.32,3.77,0.0,0.0,1.89,5.66,1.89,1.89,0.0,0.0,0.0,0.0,0.0,13.21,3.77,1.89,1.89,5.66,0.0,0.0,0
4,0,0,2,0,4,0,13,2,1,0,0,1,0,15,9,0,0,9,4,0,0,0,8,14,1,0,0,3,0,5,1,1,0,2,0,0,0,0,0,0,8,94,55.01,34.01,57.41,99.0,10.44,23.4,88.3,70.21,55.32,14.89,8.51,5.32,2.13,0.0,1.06,0.0,6.38,20.21,9.57,0.0,9.57,6.38,8.51,3.19,1.06,14.89,7.45,3.19,4.26,3.19,1.06,0.0,10.64,2.13,8.51,1.06,1.06,1.06,0.0,1.06,2.13,0.0,9.57,9.57,0.0,6.38,6.38,0.0,0.0,0.0,0.0,0.0,9.57,4.26,2.13,0.0,0.0,0.0,1.06,5.32,0.0,1.06,1.06,0.0,0.0,0.0,0.0,0.0,5.32,1.06,1.06,3.19,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,1.06,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,8.51,13.83,2.13,1.06,10.64,0.0,0.0,0.0,1.06,10.64,1.06,3.19,1.06,0.0,1.06,0.0,0.0,13.83,7.45,4.26,0.0,2.13,0.0,0.0,0
3,0,0,3,0,1,0,24,0,0,2,1,3,0,11,5,0,0,6,5,0,1,0,14,20,6,1,0,7,4,4,0,0,0,6,0,1,3,0,2,1,5,124,96.89,16.34,53.11,44.38,24.8,20.16,83.06,66.94,54.84,4.84,3.23,3.23,0.0,0.0,0.0,0.0,1.61,17.74,15.32,1.61,16.94,5.65,6.45,7.26,0.0,11.29,4.84,2.42,1.61,0.0,0.0,1.61,4.84,0.0,4.84,0.81,0.81,0.0,1.61,0.0,1.61,0.0,1.61,1.61,0.0,1.61,1.61,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.81,12.1,2.42,1.61,5.65,2.42,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,11.29,0.0,0.81,10.48,0.0,0.0,0.0,1.61,4.84,2.42,0.0,1.61,1.61,0.0,0.0,0.0,12.1,3.23,2.42,0.0,0.81,2.42,3.23,1
2,0,0,1,0,1,0,7,0,1,0,1,3,0,7,7,0,0,2,4,0,0,0,4,6,1,0,0,3,0,2,0,0,0,5,0,0,2,0,0,0,4,54,60.76,40.06,92.16,93.93,7.71,18.52,81.48,62.96,50.0,5.56,5.56,3.7,1.85,0.0,0.0,0.0,0.0,14.81,9.26,3.7,7.41,9.26,7.41,7.41,0.0,12.96,9.26,3.7,3.7,3.7,0.0,0.0,1.85,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.85,0.0,5.56,5.56,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,5.56,1.85,0.0,0.0,0.0,0.0,0.0,3.7,1.85,0.0,1.85,0.0,0.0,0.0,0.0,0.0,7.41,0.0,3.7,1.85,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,18.52,0.0,0.0,16.67,0.0,1.85,0.0,3.7,3.7,5.56,3.7,0.0,0.0,0.0,0.0,0.0,22.22,12.96,3.7,0.0,0.0,0.0,5.56,1
4,0,0,3,0,0,0,15,2,1,0,0,5,0,9,8,0,0,3,5,0,0,0,4,11,1,0,0,8,0,5,0,0,0,1,0,0,0,0,0,1,6,79,57.92,15.52,22.32,99.0,9.88,20.25,89.87,67.09,53.16,6.33,2.53,2.53,0.0,0.0,0.0,0.0,3.8,13.92,12.66,0.0,6.33,8.86,6.33,10.13,1.27,13.92,7.59,3.8,1.27,0.0,1.27,0.0,10.13,1.27,7.59,0.0,1.27,1.27,2.53,1.27,2.53,1.27,11.39,11.39,0.0,3.8,3.8,0.0,0.0,0.0,0.0,0.0,3.8,2.53,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.27,13.92,2.53,5.06,5.06,2.53,0.0,2.53,1.27,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,5.06,7.59,0.0,1.27,6.33,0.0,0.0,0.0,2.53,3.8,8.86,0.0,0.0,0.0,0.0,0.0,0.0,16.46,10.13,5.06,0.0,0.0,1.27,0.0,1
16,0,0,9,0,3,0,32,3,5,3,0,0,0,12,13,1,0,19,6,1,0,0,14,23,5,0,0,8,4,19,0,2,0,11,0,0,4,0,0,0,15,201,48.92,2.89,44.91,90.32,15.46,12.94,87.56,71.64,57.21,12.44,8.96,7.96,0.0,1.0,0.0,0.0,3.48,15.42,11.94,1.99,9.45,10.95,5.47,7.46,1.99,17.91,6.47,3.98,1.0,0.0,0.5,0.5,13.93,0.5,13.43,1.49,1.0,3.48,2.49,0.0,4.48,0.0,6.47,5.47,0.5,2.49,1.99,0.0,0.0,0.0,0.0,0.0,2.99,0.5,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,4.48,1.99,1.99,0.5,0.5,0.0,3.48,0.5,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,6.47,6.47,0.5,0.5,4.98,1.0,0.0,0.0,1.49,10.45,1.49,1.99,0.0,0.0,0.0,0.0,0.0,16.92,8.46,7.96,0.0,0.0,0.0,0.5,0
0,0,0,5,0,1,0,18,2,0,0,0,0,0,4,5,1,0,8,8,0,0,0,9,8,2,0,5,2,2,6,0,0,0,4,0,2,3,0,0,0,7,87,54.87,1.0,90.32,94.86,14.5,13.79,79.31,64.37,50.57,8.05,6.9,6.9,0.0,0.0,0.0,0.0,1.15,10.34,6.9,2.3,12.64,9.2,6.9,4.6,5.75,17.24,5.75,1.15,1.15,0.0,1.15,0.0,10.34,1.15,9.2,0.0,1.15,1.15,2.3,0.0,3.45,0.0,8.05,6.9,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,3.45,3.45,1.15,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.3,0.0,4.6,1.15,0.0,0.0,0.0,1.15,0.0,8.05,13.79,2.3,3.45,10.34,0.0,0.0,0.0,2.3,11.49,1.15,2.3,0.0,0.0,0.0,0.0,0.0,27.59,12.64,0.0,0.0,0.0,1.15,13.79,1
10,3,0,4,0,2,0,28,5,2,3,1,7,1,22,10,0,0,6,8,0,1,0,12,24,2,0,1,10,4,11,0,0,0,4,0,0,0,1,0,0,7,166,71.58,33.25,74.14,99.0,16.6,19.28,93.37,71.69,51.2,9.64,7.23,4.82,0.0,1.2,1.2,0.0,2.41,18.07,11.45,0.0,8.43,9.04,4.22,6.02,0.0,16.27,14.46,4.82,4.22,1.2,1.81,1.2,8.43,3.01,6.02,0.6,0.0,1.2,0.0,1.2,1.81,0.0,9.64,9.64,0.0,5.42,5.42,0.0,0.0,0.0,0.0,0.0,7.23,3.01,0.6,1.81,0.0,0.0,0.6,4.22,0.0,0.0,1.2,0.0,0.6,0.6,0.0,0.0,10.84,4.22,1.81,3.01,1.81,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,9.64,15.06,0.0,2.41,9.04,1.2,1.2,1.2,5.42,4.82,4.82,3.01,0.0,0.0,0.0,0.0,0.0,14.46,5.42,6.02,0.0,0.6,1.2,1.2,1
2,0,0,0,0,2,0,12,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,3,6,0,0,0,2,1,4,0,0,0,0,0,1,0,0,0,0,2,40,54.7,97.73,63.35,99.0,13.33,17.5,92.5,70.0,52.5,17.5,12.5,5.0,7.5,0.0,0.0,0.0,5.0,20.0,12.5,0.0,7.5,5.0,5.0,7.5,0.0,10.0,10.0,5.0,12.5,12.5,0.0,0.0,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,22.5,10.0,2.5,0.0,0.0,0.0,2.5,12.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,12.5,0.0,5.0,5.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.0,5.0,0.0,2.5,0.0,5.0,0
3,1,0,3,0,3,0,22,3,0,1,0,0,0,13,12,0,0,19,5,0,0,0,8,18,5,1,1,5,6,11,0,1,0,1,0,3,2,0,0,1,12,141,38.05,95.25,27.91,29.82,12.82,12.06,89.36,75.18,60.99,12.06,9.22,0.0,5.67,2.13,0.71,0.71,2.84,19.15,11.35,2.84,8.51,12.06,7.8,7.09,1.42,19.86,9.22,7.8,6.38,5.67,0.0,0.71,6.38,0.0,6.38,0.71,1.42,0.71,0.0,0.71,2.84,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,4.96,0.71,0.0,0.0,0.0,2.84,9.22,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,5.67,0.0,3.55,2.13,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,4.26,11.35,0.71,1.42,7.8,0.0,0.0,1.42,3.55,14.89,2.84,0.0,0.71,0.71,0.0,0.0,0.0,14.18,5.67,2.13,2.84,0.0,2.84,0.71,1
5,0,0,2,0,3,0,15,1,0,0,0,1,0,10,6,0,0,2,1,0,0,0,4,7,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,55,66.59,80.05,16.38,99.0,9.17,18.18,85.45,69.09,49.09,7.27,3.64,0.0,3.64,0.0,0.0,0.0,3.64,20.0,9.09,0.0,9.09,7.27,5.45,7.27,1.82,12.73,14.55,1.82,3.64,3.64,0.0,0.0,16.36,3.64,12.73,5.45,0.0,0.0,1.82,3.64,0.0,0.0,12.73,12.73,0.0,3.64,3.64,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,3.64,1.82,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,12.73,14.55,1.82,0.0,7.27,3.64,0.0,3.64,0.0,3.64,5.45,0.0,1.82,0.0,1.82,0.0,0.0,21.82,9.09,9.09,0.0,1.82,0.0,1.82,1
3,1,0,1,0,2,0,16,0,1,1,1,0,0,5,8,0,0,14,3,0,0,0,10,9,2,0,0,4,1,11,0,0,0,5,0,0,0,0,0,0,7,94,33.06,6.28,91.07,1.0,11.75,9.57,84.04,69.15,57.45,17.02,12.77,9.57,0.0,0.0,0.0,3.19,4.26,12.77,7.45,0.0,12.77,7.45,8.51,7.45,2.13,13.83,5.32,1.06,2.13,0.0,0.0,2.13,6.38,3.19,3.19,0.0,1.06,1.06,0.0,1.06,0.0,0.0,5.32,0.0,5.32,1.06,0.0,1.06,0.0,0.0,0.0,0.0,9.57,6.38,0.0,0.0,1.06,0.0,2.13,3.19,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.06,8.51,0.0,6.38,2.13,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,13.83,0.0,3.19,8.51,1.06,0.0,1.06,5.32,11.7,0.0,2.13,0.0,0.0,0.0,0.0,0.0,12.77,5.32,3.19,0.0,3.19,0.0,1.06,0
7,0,0,4,0,2,0,21,2,1,1,0,4,0,11,9,0,0,12,3,0,0,0,18,14,2,0,0,5,5,11,0,2,0,6,0,0,1,0,0,0,9,134,54.92,2.02,59.19,55.04,14.89,16.42,82.84,71.64,55.97,12.69,5.97,5.22,0.0,0.75,0.0,0.0,6.72,13.43,7.46,0.75,12.69,9.7,4.48,5.97,2.24,18.66,3.73,3.73,0.75,0.0,0.75,0.0,17.91,0.75,15.67,2.24,0.75,2.24,3.73,2.24,5.97,0.0,2.24,2.24,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2.99,2.24,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,3.73,0.0,0.75,0.0,2.99,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,2.99,4.48,0.0,0.0,2.24,0.75,0.0,0.75,5.97,10.45,3.73,1.49,0.75,0.0,0.75,0.0,0.0,11.94,6.72,5.22,0.0,0.0,0.0,0.0,0
3,0,0,3,0,2,0,10,3,1,1,0,4,0,9,5,0,0,4,2,0,0,0,7,6,1,0,0,3,0,8,0,0,0,1,0,0,1,0,0,0,9,75,8.5,1.24,97.89,97.84,15.0,17.33,92.0,80.0,64.0,18.67,10.67,9.33,1.33,0.0,0.0,0.0,8.0,16.0,5.33,2.67,9.33,13.33,9.33,6.67,1.33,20.0,12.0,2.67,2.67,2.67,0.0,0.0,12.0,0.0,12.0,2.67,0.0,1.33,0.0,2.67,5.33,0.0,9.33,8.0,1.33,4.0,2.67,1.33,0.0,0.0,0.0,0.0,4.0,2.67,0.0,0.0,1.33,0.0,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.33,1.33,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,9.33,9.33,0.0,0.0,8.0,1.33,0.0,0.0,5.33,5.33,6.67,0.0,1.33,0.0,1.33,0.0,0.0,10.67,6.67,4.0,0.0,0.0,0.0,0.0,1
3,0,0,5,0,3,0,29,5,3,7,2,2,0,15,14,0,0,9,5,0,2,0,16,24,1,0,3,11,1,10,0,0,0,3,0,2,6,0,2,0,19,178,54.21,19.95,93.35,55.18,14.83,15.17,91.57,74.72,60.67,7.87,5.62,1.12,1.69,1.12,0.0,1.69,2.25,17.98,11.24,3.93,11.8,8.43,8.99,8.99,3.93,14.61,10.11,6.18,5.06,2.81,1.12,1.12,16.85,2.81,14.04,1.69,1.12,1.69,1.69,1.12,6.74,0.0,4.49,3.37,1.12,2.25,1.12,1.12,0.0,0.56,0.0,0.0,7.3,2.25,0.0,0.56,0.56,0.0,1.12,5.06,0.0,0.0,0.0,0.0,2.25,0.0,0.0,2.25,6.18,1.69,1.69,2.81,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,6.74,14.61,0.0,1.69,11.24,0.0,0.0,1.69,5.62,5.06,3.93,0.0,0.0,0.0,0.0,0.0,0.0,16.85,11.24,1.69,0.0,1.69,0.0,2.25,1
4,0,0,2,0,4,0,12,0,1,0,0,2,0,10,4,0,0,7,0,1,0,0,5,6,1,0,0,4,0,5,0,0,0,1,0,0,1,0,0,0,8,68,9.55,73.71,67.28,98.98,17.0,11.76,86.76,72.06,57.35,14.71,11.76,5.88,5.88,0.0,0.0,0.0,2.94,14.71,7.35,1.47,5.88,10.29,13.24,8.82,0.0,16.18,8.82,0.0,10.29,8.82,0.0,1.47,7.35,1.47,5.88,0.0,0.0,1.47,2.94,0.0,2.94,0.0,7.35,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,5.88,1.47,0.0,0.0,0.0,0.0,8.82,2.94,0.0,0.0,1.47,1.47,0.0,0.0,1.47,5.88,1.47,1.47,1.47,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,10.29,0.0,0.0,8.82,0.0,0.0,1.47,4.41,10.29,2.94,0.0,0.0,0.0,0.0,0.0,0.0,16.18,7.35,5.88,0.0,0.0,1.47,1.47,0
0,0,0,2,0,1,0,5,3,0,1,0,2,0,8,4,0,0,0,3,0,0,0,6,6,1,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,3,50,51.7,7.28,98.38,1.0,12.5,14.0,92.0,76.0,52.0,6.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,14.0,8.0,0.0,12.0,12.0,2.0,10.0,6.0,16.0,18.0,6.0,2.0,2.0,0.0,0.0,14.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,12.0,4.0,8.0,6.0,2.0,4.0,0.0,2.0,0.0,2.0,16.0,6.0,4.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,2.0,0.0,0
12,0,0,4,0,1,0,27,1,0,4,2,3,0,13,6,3,0,11,7,0,0,0,17,19,4,0,2,7,8,7,0,2,0,3,0,0,1,1,0,0,5,149,74.06,16.87,54.84,20.23,24.83,19.46,86.58,67.11,55.7,7.38,5.37,2.01,0.67,0.0,2.01,0.67,2.01,16.78,10.07,0.67,13.42,10.74,4.03,7.38,2.01,14.77,8.05,7.38,2.68,0.67,2.01,0.67,11.41,4.03,6.71,0.0,0.0,0.0,0.0,0.0,6.04,0.0,4.03,2.01,2.01,1.34,0.0,1.34,0.0,0.0,1.34,0.0,10.07,5.37,0.0,0.0,0.0,1.34,2.68,4.7,0.0,0.67,0.67,1.34,1.34,0.67,0.0,0.67,10.07,0.0,6.71,2.68,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,3.36,11.41,0.67,0.67,9.4,0.67,0.0,0.0,2.68,10.74,2.68,1.34,0.0,0.0,0.0,0.0,0.0,14.77,3.36,8.05,0.0,0.67,0.67,2.01,1
